stride,offset,query_index,sequence_id,sample_id,appearances
1,0,10780,seq0039,seq0039_g000380,8
1,0,10781,seq0039,seq0039_g000381,8
1,0,10782,seq0039,seq0039_g000382,8
1,0,10783,seq0039,seq0039_g000383,8
1,0,10784,seq0039,seq0039_g000384,8
1,0,10785,seq0039,seq0039_g000385,8
1,0,10786,seq0039,seq0039_g000386,8
1,0,10787,seq0039,seq0039_g000387,8
1,0,10788,seq0039,seq0039_g000388,8
1,0,10789,seq0039,seq0039_g000389,8
1,0,10790,seq0039,seq0039_g000390,8
1,0,10791,seq0039,seq0039_g000391,8
1,0,10792,seq0039,seq0039_g000392,8
1,0,10793,seq0039,seq0039_g000393,7
1,0,10794,seq0039,seq0039_g000394,6
1,0,10795,seq0039,seq0039_g000395,5
1,0,10796,seq0039,seq0039_g000396,4
1,0,10797,seq0039,seq0039_g000397,3
1,0,10798,seq0039,seq0039_g000398,2
1,0,10799,seq0039,seq0039_g000399,1
1,0,10800,seq0040,seq0040_g000000,8
1,0,10801,seq0040,seq0040_g000001,8
1,0,10802,seq0040,seq0040_g000002,8
1,0,10803,seq0040,seq0040_g000003,8
1,0,10804,seq0040,seq0040_g000004,8
1,0,10805,seq0040,seq0040_g000005,8
1,0,10806,seq0040,seq0040_g000006,8
1,0,10807,seq0040,seq0040_g000007,8
1,0,10808,seq0040,seq0040_g000008,8
1,0,10809,seq0040,seq0040_g000009,8
1,0,10810,seq0040,seq0040_g000010,8
1,0,10811,seq0040,seq0040_g000011,8
1,0,10812,seq0040,seq0040_g000012,8
1,0,10813,seq0040,seq0040_g000013,8
1,0,10814,seq0040,seq0040_g000014,8
1,0,10815,seq0040,seq0040_g000015,8
1,0,10816,seq0040,seq0040_g000016,8
1,0,10817,seq0040,seq0040_g000017,8
1,0,10818,seq0040,seq0040_g000018,8
1,0,10819,seq0040,seq0040_g000019,8
1,0,10820,seq0040,seq0040_g000020,8
1,0,10821,seq0040,seq0040_g000021,8
1,0,10822,seq0040,seq0040_g000022,8
1,0,10823,seq0040,seq0040_g000023,8
1,0,10824,seq0040,seq0040_g000024,8
1,0,10825,seq0040,seq0040_g000025,8
1,0,10826,seq0040,seq0040_g000026,8
1,0,10827,seq0040,seq0040_g000027,8
1,0,10828,seq0040,seq0040_g000028,8
1,0,10829,seq0040,seq0040_g000029,8
1,0,10830,seq0040,seq0040_g000030,8
1,0,10831,seq0040,seq0040_g000031,8
1,0,10832,seq0040,seq0040_g000032,8
1,0,10833,seq0040,seq0040_g000033,8
1,0,10834,seq0040,seq0040_g000034,8
1,0,10835,seq0040,seq0040_g000035,8
1,0,10836,seq0040,seq0040_g000036,8
1,0,10837,seq0040,seq0040_g000037,8
1,0,10838,seq0040,seq0040_g000038,8
1,0,10839,seq0040,seq0040_g000039,8
1,0,10840,seq0040,seq0040_g000040,8
1,0,10841,seq0040,seq0040_g000041,8
1,0,10842,seq0040,seq0040_g000042,8
1,0,10843,seq0040,seq0040_g000043,8
1,0,10844,seq0040,seq0040_g000044,8
1,0,10845,seq0040,seq0040_g000045,8
1,0,10846,seq0040,seq0040_g000046,8
1,0,10847,seq0040,seq0040_g000047,8
1,0,10848,seq0040,seq0040_g000048,8
1,0,10849,seq0040,seq0040_g000049,8
1,0,10850,seq0040,seq0040_g000050,8
1,0,10851,seq0040,seq0040_g000051,8
1,0,10852,seq0040,seq0040_g000052,8
1,0,10853,seq0040,seq0040_g000053,8
1,0,10854,seq0040,seq0040_g000054,8
1,0,10855,seq0040,seq0040_g000055,8
1,0,10856,seq0040,seq0040_g000056,8
1,0,10857,seq0040,seq0040_g000057,8
1,0,10858,seq0040,seq0040_g000058,8
1,0,10859,seq0040,seq0040_g000059,8
1,0,10860,seq0040,seq0040_g000060,8
1,0,10861,seq0040,seq0040_g000061,8
1,0,10862,seq0040,seq0040_g000062,8
1,0,10863,seq0040,seq0040_g000063,8
1,0,10864,seq0040,seq0040_g000064,8
1,0,10865,seq0040,seq0040_g000065,8
1,0,10866,seq0040,seq0040_g000066,8
1,0,10867,seq0040,seq0040_g000067,8
1,0,10868,seq0040,seq0040_g000068,8
1,0,10869,seq0040,seq0040_g000069,8
1,0,10870,seq0040,seq0040_g000070,8
1,0,10871,seq0040,seq0040_g000071,8
1,0,10872,seq0040,seq0040_g000072,8
1,0,10873,seq0040,seq0040_g000073,8
1,0,10874,seq0040,seq0040_g000074,8
1,0,10875,seq0040,seq0040_g000075,8
1,0,10876,seq0040,seq0040_g000076,8
1,0,10877,seq0040,seq0040_g000077,8
1,0,10878,seq0040,seq0040_g000078,8
1,0,10879,seq0040,seq0040_g000079,8
1,0,10880,seq0040,seq0040_g000080,8
1,0,10881,seq0040,seq0040_g000081,8
1,0,10882,seq0040,seq0040_g000082,8
1,0,10883,seq0040,seq0040_g000083,8
1,0,10884,seq0040,seq0040_g000084,8
1,0,10885,seq0040,seq0040_g000085,8
1,0,10886,seq0040,seq0040_g000086,8
1,0,10887,seq0040,seq0040_g000087,8
1,0,10888,seq0040,seq0040_g000088,8
1,0,10889,seq0040,seq0040_g000089,8
1,0,10890,seq0040,seq0040_g000090,8
1,0,10891,seq0040,seq0040_g000091,8
1,0,10892,seq0040,seq0040_g000092,8
1,0,10893,seq0040,seq0040_g000093,8
1,0,10894,seq0040,seq0040_g000094,8
1,0,10895,seq0040,seq0040_g000095,8
1,0,10896,seq0040,seq0040_g000096,8
1,0,10897,seq0040,seq0040_g000097,8
1,0,10898,seq0040,seq0040_g000098,8
1,0,10899,seq0040,seq0040_g000099,8
1,0,10900,seq0040,seq0040_g000100,8
1,0,10901,seq0040,seq0040_g000101,8
1,0,10902,seq0040,seq0040_g000102,8
1,0,10903,seq0040,seq0040_g000103,8
1,0,10904,seq0040,seq0040_g000104,8
1,0,10905,seq0040,seq0040_g000105,8
1,0,10906,seq0040,seq0040_g000106,8
1,0,10907,seq0040,seq0040_g000107,8
1,0,10908,seq0040,seq0040_g000108,8
1,0,10909,seq0040,seq0040_g000109,8
1,0,10910,seq0040,seq0040_g000110,8
1,0,10911,seq0040,seq0040_g000111,8
1,0,10912,seq0040,seq0040_g000112,8
1,0,10913,seq0040,seq0040_g000113,8
1,0,10914,seq0040,seq0040_g000114,8
1,0,10915,seq0040,seq0040_g000115,8
1,0,10916,seq0040,seq0040_g000116,8
1,0,10917,seq0040,seq0040_g000117,8
1,0,10918,seq0040,seq0040_g000118,8
1,0,10919,seq0040,seq0040_g000119,8
1,0,10920,seq0040,seq0040_g000120,8
1,0,10921,seq0040,seq0040_g000121,8
1,0,10922,seq0040,seq0040_g000122,8
1,0,10923,seq0040,seq0040_g000123,8
1,0,10924,seq0040,seq0040_g000124,8
1,0,10925,seq0040,seq0040_g000125,8
1,0,10926,seq0040,seq0040_g000126,8
1,0,10927,seq0040,seq0040_g000127,8
1,0,10928,seq0040,seq0040_g000128,8
1,0,10929,seq0040,seq0040_g000129,8
1,0,10930,seq0040,seq0040_g000130,8
1,0,10931,seq0040,seq0040_g000131,8
1,0,10932,seq0040,seq0040_g000132,8
1,0,10933,seq0040,seq0040_g000133,8
1,0,10934,seq0040,seq0040_g000134,8
1,0,10935,seq0040,seq0040_g000135,8
1,0,10936,seq0040,seq0040_g000136,8
1,0,10937,seq0040,seq0040_g000137,8
1,0,10938,seq0040,seq0040_g000138,8
1,0,10939,seq0040,seq0040_g000139,8
1,0,10940,seq0040,seq0040_g000140,8
1,0,10941,seq0040,seq0040_g000141,8
1,0,10942,seq0040,seq0040_g000142,8
1,0,10943,seq0040,seq0040_g000143,8
1,0,10944,seq0040,seq0040_g000144,8
1,0,10945,seq0040,seq0040_g000145,8
1,0,10946,seq0040,seq0040_g000146,8
1,0,10947,seq0040,seq0040_g000147,8
1,0,10948,seq0040,seq0040_g000148,8
1,0,10949,seq0040,seq0040_g000149,8
1,0,10950,seq0040,seq0040_g000150,8
1,0,10951,seq0040,seq0040_g000151,8
1,0,10952,seq0040,seq0040_g000152,8
1,0,10953,seq0040,seq0040_g000153,8
1,0,10954,seq0040,seq0040_g000154,8
1,0,10955,seq0040,seq0040_g000155,8
1,0,10956,seq0040,seq0040_g000156,8
1,0,10957,seq0040,seq0040_g000157,8
1,0,10958,seq0040,seq0040_g000158,8
1,0,10959,seq0040,seq0040_g000159,8
1,0,10960,seq0040,seq0040_g000160,8
1,0,10961,seq0040,seq0040_g000161,8
1,0,10962,seq0040,seq0040_g000162,8
1,0,10963,seq0040,seq0040_g000163,8
1,0,10964,seq0040,seq0040_g000164,8
1,0,10965,seq0040,seq0040_g000165,8
1,0,10966,seq0040,seq0040_g000166,8
1,0,10967,seq0040,seq0040_g000167,8
1,0,10968,seq0040,seq0040_g000168,8
1,0,10969,seq0040,seq0040_g000169,8
1,0,10970,seq0040,seq0040_g000170,8
1,0,10971,seq0040,seq0040_g000171,8
1,0,10972,seq0040,seq0040_g000172,8
1,0,10973,seq0040,seq0040_g000173,8
1,0,10974,seq0040,seq0040_g000174,8
1,0,10975,seq0040,seq0040_g000175,8
1,0,10976,seq0040,seq0040_g000176,8
1,0,10977,seq0040,seq0040_g000177,8
1,0,10978,seq0040,seq0040_g000178,8
1,0,10979,seq0040,seq0040_g000179,8
1,0,10980,seq0040,seq0040_g000180,8
1,0,10981,seq0040,seq0040_g000181,8
1,0,10982,seq0040,seq0040_g000182,8
1,0,10983,seq0040,seq0040_g000183,8
1,0,10984,seq0040,seq0040_g000184,8
1,0,10985,seq0040,seq0040_g000185,8
1,0,10986,seq0040,seq0040_g000186,8
1,0,10987,seq0040,seq0040_g000187,8
1,0,10988,seq0040,seq0040_g000188,8
1,0,10989,seq0040,seq0040_g000189,8
1,0,10990,seq0040,seq0040_g000190,8
1,0,10991,seq0040,seq0040_g000191,8
1,0,10992,seq0040,seq0040_g000192,8
1,0,10993,seq0040,seq0040_g000193,8
1,0,10994,seq0040,seq0040_g000194,8
1,0,10995,seq0040,seq0040_g000195,8
1,0,10996,seq0040,seq0040_g000196,8
1,0,10997,seq0040,seq0040_g000197,8
1,0,10998,seq0040,seq0040_g000198,8
1,0,10999,seq0040,seq0040_g000199,8
1,0,11000,seq0040,seq0040_g000200,8
1,0,11001,seq0040,seq0040_g000201,8
1,0,11002,seq0040,seq0040_g000202,8
1,0,11003,seq0040,seq0040_g000203,8
1,0,11004,seq0040,seq0040_g000204,8
1,0,11005,seq0040,seq0040_g000205,8
1,0,11006,seq0040,seq0040_g000206,8
1,0,11007,seq0040,seq0040_g000207,8
1,0,11008,seq0040,seq0040_g000208,8
1,0,11009,seq0040,seq0040_g000209,8
1,0,11010,seq0040,seq0040_g000210,8
1,0,11011,seq0040,seq0040_g000211,8
1,0,11012,seq0040,seq0040_g000212,8
1,0,11013,seq0040,seq0040_g000213,8
1,0,11014,seq0040,seq0040_g000214,8
1,0,11015,seq0040,seq0040_g000215,8
1,0,11016,seq0040,seq0040_g000216,8
1,0,11017,seq0040,seq0040_g000217,8
1,0,11018,seq0040,seq0040_g000218,8
1,0,11019,seq0040,seq0040_g000219,8
1,0,11020,seq0040,seq0040_g000220,8
1,0,11021,seq0040,seq0040_g000221,8
1,0,11022,seq0040,seq0040_g000222,8
1,0,11023,seq0040,seq0040_g000223,8
1,0,11024,seq0040,seq0040_g000224,8
1,0,11025,seq0040,seq0040_g000225,8
1,0,11026,seq0040,seq0040_g000226,8
1,0,11027,seq0040,seq0040_g000227,8
1,0,11028,seq0040,seq0040_g000228,8
1,0,11029,seq0040,seq0040_g000229,8
1,0,11030,seq0040,seq0040_g000230,8
1,0,11031,seq0040,seq0040_g000231,8
1,0,11032,seq0040,seq0040_g000232,8
1,0,11033,seq0040,seq0040_g000233,8
1,0,11034,seq0040,seq0040_g000234,8
1,0,11035,seq0040,seq0040_g000235,8
1,0,11036,seq0040,seq0040_g000236,8
1,0,11037,seq0040,seq0040_g000237,8
1,0,11038,seq0040,seq0040_g000238,8
1,0,11039,seq0040,seq0040_g000239,8
1,0,11040,seq0040,seq0040_g000240,8
1,0,11041,seq0040,seq0040_g000241,8
1,0,11042,seq0040,seq0040_g000242,8
1,0,11043,seq0040,seq0040_g000243,8
1,0,11044,seq0040,seq0040_g000244,8
1,0,11045,seq0040,seq0040_g000245,8
1,0,11046,seq0040,seq0040_g000246,8
1,0,11047,seq0040,seq0040_g000247,8
1,0,11048,seq0040,seq0040_g000248,8
1,0,11049,seq0040,seq0040_g000249,8
1,0,11050,seq0040,seq0040_g000250,8
1,0,11051,seq0040,seq0040_g000251,8
1,0,11052,seq0040,seq0040_g000252,8
1,0,11053,seq0040,seq0040_g000253,8
1,0,11054,seq0040,seq0040_g000254,8
1,0,11055,seq0040,seq0040_g000255,8
1,0,11056,seq0040,seq0040_g000256,8
1,0,11057,seq0040,seq0040_g000257,8
1,0,11058,seq0040,seq0040_g000258,8
1,0,11059,seq0040,seq0040_g000259,8
1,0,11060,seq0040,seq0040_g000260,8
1,0,11061,seq0040,seq0040_g000261,8
1,0,11062,seq0040,seq0040_g000262,8
1,0,11063,seq0040,seq0040_g000263,8
1,0,11064,seq0040,seq0040_g000264,8
1,0,11065,seq0040,seq0040_g000265,8
1,0,11066,seq0040,seq0040_g000266,8
1,0,11067,seq0040,seq0040_g000267,8
1,0,11068,seq0040,seq0040_g000268,8
1,0,11069,seq0040,seq0040_g000269,8
1,0,11070,seq0040,seq0040_g000270,8
1,0,11071,seq0040,seq0040_g000271,8
1,0,11072,seq0040,seq0040_g000272,8
1,0,11073,seq0040,seq0040_g000273,8
1,0,11074,seq0040,seq0040_g000274,8
1,0,11075,seq0040,seq0040_g000275,8
1,0,11076,seq0040,seq0040_g000276,8
1,0,11077,seq0040,seq0040_g000277,8
1,0,11078,seq0040,seq0040_g000278,8
1,0,11079,seq0040,seq0040_g000279,8
1,0,11080,seq0040,seq0040_g000280,8
1,0,11081,seq0040,seq0040_g000281,8
1,0,11082,seq0040,seq0040_g000282,8
1,0,11083,seq0040,seq0040_g000283,8
1,0,11084,seq0040,seq0040_g000284,8
1,0,11085,seq0040,seq0040_g000285,8
1,0,11086,seq0040,seq0040_g000286,8
1,0,11087,seq0040,seq0040_g000287,8
1,0,11088,seq0040,seq0040_g000288,8
1,0,11089,seq0040,seq0040_g000289,8
1,0,11090,seq0040,seq0040_g000290,8
1,0,11091,seq0040,seq0040_g000291,8
1,0,11092,seq0040,seq0040_g000292,8
1,0,11093,seq0040,seq0040_g000293,8
1,0,11094,seq0040,seq0040_g000294,8
1,0,11095,seq0040,seq0040_g000295,8
1,0,11096,seq0040,seq0040_g000296,8
1,0,11097,seq0040,seq0040_g000297,8
1,0,11098,seq0040,seq0040_g000298,8
1,0,11099,seq0040,seq0040_g000299,8
1,0,11100,seq0040,seq0040_g000300,8
1,0,11101,seq0040,seq0040_g000301,8
1,0,11102,seq0040,seq0040_g000302,8
1,0,11103,seq0040,seq0040_g000303,8
1,0,11104,seq0040,seq0040_g000304,8
1,0,11105,seq0040,seq0040_g000305,8
1,0,11106,seq0040,seq0040_g000306,8
1,0,11107,seq0040,seq0040_g000307,8
1,0,11108,seq0040,seq0040_g000308,8
1,0,11109,seq0040,seq0040_g000309,8
1,0,11110,seq0040,seq0040_g000310,8
1,0,11111,seq0040,seq0040_g000311,8
1,0,11112,seq0040,seq0040_g000312,8
1,0,11113,seq0040,seq0040_g000313,8
1,0,11114,seq0040,seq0040_g000314,8
1,0,11115,seq0040,seq0040_g000315,8
1,0,11116,seq0040,seq0040_g000316,8
1,0,11117,seq0040,seq0040_g000317,8
1,0,11118,seq0040,seq0040_g000318,8
1,0,11119,seq0040,seq0040_g000319,8
1,0,11120,seq0040,seq0040_g000320,8
1,0,11121,seq0040,seq0040_g000321,8
1,0,11122,seq0040,seq0040_g000322,8
1,0,11123,seq0040,seq0040_g000323,8
1,0,11124,seq0040,seq0040_g000324,8
1,0,11125,seq0040,seq0040_g000325,8
1,0,11126,seq0040,seq0040_g000326,8
1,0,11127,seq0040,seq0040_g000327,8
1,0,11128,seq0040,seq0040_g000328,8
1,0,11129,seq0040,seq0040_g000329,8
1,0,11130,seq0040,seq0040_g000330,8
1,0,11131,seq0040,seq0040_g000331,8
1,0,11132,seq0040,seq0040_g000332,8
1,0,11133,seq0040,seq0040_g000333,8
1,0,11134,seq0040,seq0040_g000334,8
1,0,11135,seq0040,seq0040_g000335,8
1,0,11136,seq0040,seq0040_g000336,8
1,0,11137,seq0040,seq0040_g000337,8
1,0,11138,seq0040,seq0040_g000338,8
1,0,11139,seq0040,seq0040_g000339,8
1,0,11140,seq0040,seq0040_g000340,8
1,0,11141,seq0040,seq0040_g000341,8
1,0,11142,seq0040,seq0040_g000342,8
1,0,11143,seq0040,seq0040_g000343,8
1,0,11144,seq0040,seq0040_g000344,8
1,0,11145,seq0040,seq0040_g000345,8
1,0,11146,seq0040,seq0040_g000346,8
1,0,11147,seq0040,seq0040_g000347,8
1,0,11148,seq0040,seq0040_g000348,8
1,0,11149,seq0040,seq0040_g000349,8
1,0,11150,seq0040,seq0040_g000350,8
1,0,11151,seq0040,seq0040_g000351,8
1,0,11152,seq0040,seq0040_g000352,8
1,0,11153,seq0040,seq0040_g000353,8
1,0,11154,seq0040,seq0040_g000354,8
1,0,11155,seq0040,seq0040_g000355,8
1,0,11156,seq0040,seq0040_g000356,8
1,0,11157,seq0040,seq0040_g000357,8
1,0,11158,seq0040,seq0040_g000358,8
1,0,11159,seq0040,seq0040_g000359,8
1,0,11160,seq0040,seq0040_g000360,8
1,0,11161,seq0040,seq0040_g000361,8
1,0,11162,seq0040,seq0040_g000362,8
1,0,11163,seq0040,seq0040_g000363,8
1,0,11164,seq0040,seq0040_g000364,8
1,0,11165,seq0040,seq0040_g000365,8
1,0,11166,seq0040,seq0040_g000366,8
1,0,11167,seq0040,seq0040_g000367,8
1,0,11168,seq0040,seq0040_g000368,8
1,0,11169,seq0040,seq0040_g000369,8
1,0,11170,seq0040,seq0040_g000370,8
1,0,11171,seq0040,seq0040_g000371,8
1,0,11172,seq0040,seq0040_g000372,8
1,0,11173,seq0040,seq0040_g000373,8
1,0,11174,seq0040,seq0040_g000374,8
1,0,11175,seq0040,seq0040_g000375,8
1,0,11176,seq0040,seq0040_g000376,8
1,0,11177,seq0040,seq0040_g000377,8
1,0,11178,seq0040,seq0040_g000378,8
1,0,11179,seq0040,seq0040_g000379,8
1,0,11180,seq0040,seq0040_g000380,8
1,0,11181,seq0040,seq0040_g000381,8
1,0,11182,seq0040,seq0040_g000382,8
1,0,11183,seq0040,seq0040_g000383,8
1,0,11184,seq0040,seq0040_g000384,8
1,0,11185,seq0040,seq0040_g000385,8
1,0,11186,seq0040,seq0040_g000386,8
1,0,11187,seq0040,seq0040_g000387,8
1,0,11188,seq0040,seq0040_g000388,8
1,0,11189,seq0040,seq0040_g000389,8
1,0,11190,seq0040,seq0040_g000390,8
1,0,11191,seq0040,seq0040_g000391,8
1,0,11192,seq0040,seq0040_g000392,8
1,0,11193,seq0040,seq0040_g000393,7
1,0,11194,seq0040,seq0040_g000394,6
1,0,11195,seq0040,seq0040_g000395,5
1,0,11196,seq0040,seq0040_g000396,4
1,0,11197,seq0040,seq0040_g000397,3
1,0,11198,seq0040,seq0040_g000398,2
1,0,11199,seq0040,seq0040_g000399,1
1,0,11200,seq0041,seq0041_g000000,8
1,0,11201,seq0041,seq0041_g000001,8
1,0,11202,seq0041,seq0041_g000002,8
1,0,11203,seq0041,seq0041_g000003,8
1,0,11204,seq0041,seq0041_g000004,8
1,0,11205,seq0041,seq0041_g000005,8
1,0,11206,seq0041,seq0041_g000006,8
1,0,11207,seq0041,seq0041_g000007,8
1,0,11208,seq0041,seq0041_g000008,8
1,0,11209,seq0041,seq0041_g000009,8
1,0,11210,seq0041,seq0041_g000010,8
1,0,11211,seq0041,seq0041_g000011,8
1,0,11212,seq0041,seq0041_g000012,8
1,0,11213,seq0041,seq0041_g000013,8
1,0,11214,seq0041,seq0041_g000014,8
1,0,11215,seq0041,seq0041_g000015,8
1,0,11216,seq0041,seq0041_g000016,8
1,0,11217,seq0041,seq0041_g000017,8
1,0,11218,seq0041,seq0041_g000018,8
1,0,11219,seq0041,seq0041_g000019,8
1,0,11220,seq0041,seq0041_g000020,8
1,0,11221,seq0041,seq0041_g000021,8
1,0,11222,seq0041,seq0041_g000022,8
1,0,11223,seq0041,seq0041_g000023,8
1,0,11224,seq0041,seq0041_g000024,8
1,0,11225,seq0041,seq0041_g000025,8
1,0,11226,seq0041,seq0041_g000026,8
1,0,11227,seq0041,seq0041_g000027,8
1,0,11228,seq0041,seq0041_g000028,8
1,0,11229,seq0041,seq0041_g000029,8
1,0,11230,seq0041,seq0041_g000030,8
1,0,11231,seq0041,seq0041_g000031,8
1,0,11232,seq0041,seq0041_g000032,8
1,0,11233,seq0041,seq0041_g000033,8
1,0,11234,seq0041,seq0041_g000034,8
1,0,11235,seq0041,seq0041_g000035,8
1,0,11236,seq0041,seq0041_g000036,8
1,0,11237,seq0041,seq0041_g000037,8
1,0,11238,seq0041,seq0041_g000038,8
1,0,11239,seq0041,seq0041_g000039,8
1,0,11240,seq0041,seq0041_g000040,8
1,0,11241,seq0041,seq0041_g000041,8
1,0,11242,seq0041,seq0041_g000042,8
1,0,11243,seq0041,seq0041_g000043,8
1,0,11244,seq0041,seq0041_g000044,8
1,0,11245,seq0041,seq0041_g000045,8
1,0,11246,seq0041,seq0041_g000046,8
1,0,11247,seq0041,seq0041_g000047,8
1,0,11248,seq0041,seq0041_g000048,8
1,0,11249,seq0041,seq0041_g000049,8
1,0,11250,seq0041,seq0041_g000050,8
1,0,11251,seq0041,seq0041_g000051,8
1,0,11252,seq0041,seq0041_g000052,8
1,0,11253,seq0041,seq0041_g000053,8
1,0,11254,seq0041,seq0041_g000054,8
1,0,11255,seq0041,seq0041_g000055,8
1,0,11256,seq0041,seq0041_g000056,8
1,0,11257,seq0041,seq0041_g000057,8
1,0,11258,seq0041,seq0041_g000058,8
1,0,11259,seq0041,seq0041_g000059,8
1,0,11260,seq0041,seq0041_g000060,8
1,0,11261,seq0041,seq0041_g000061,8
1,0,11262,seq0041,seq0041_g000062,8
1,0,11263,seq0041,seq0041_g000063,8
1,0,11264,seq0041,seq0041_g000064,8
1,0,11265,seq0041,seq0041_g000065,8
1,0,11266,seq0041,seq0041_g000066,8
1,0,11267,seq0041,seq0041_g000067,8
1,0,11268,seq0041,seq0041_g000068,8
1,0,11269,seq0041,seq0041_g000069,8
1,0,11270,seq0041,seq0041_g000070,8
1,0,11271,seq0041,seq0041_g000071,8
1,0,11272,seq0041,seq0041_g000072,8
1,0,11273,seq0041,seq0041_g000073,8
1,0,11274,seq0041,seq0041_g000074,8
1,0,11275,seq0041,seq0041_g000075,8
1,0,11276,seq0041,seq0041_g000076,8
1,0,11277,seq0041,seq0041_g000077,8
1,0,11278,seq0041,seq0041_g000078,8
1,0,11279,seq0041,seq0041_g000079,8
1,0,11280,seq0041,seq0041_g000080,8
1,0,11281,seq0041,seq0041_g000081,8
1,0,11282,seq0041,seq0041_g000082,8
1,0,11283,seq0041,seq0041_g000083,8
1,0,11284,seq0041,seq0041_g000084,8
1,0,11285,seq0041,seq0041_g000085,8
1,0,11286,seq0041,seq0041_g000086,8
1,0,11287,seq0041,seq0041_g000087,8
1,0,11288,seq0041,seq0041_g000088,8
1,0,11289,seq0041,seq0041_g000089,8
1,0,11290,seq0041,seq0041_g000090,8
1,0,11291,seq0041,seq0041_g000091,8
1,0,11292,seq0041,seq0041_g000092,8
1,0,11293,seq0041,seq0041_g000093,8
1,0,11294,seq0041,seq0041_g000094,8
1,0,11295,seq0041,seq0041_g000095,8
1,0,11296,seq0041,seq0041_g000096,8
1,0,11297,seq0041,seq0041_g000097,8
1,0,11298,seq0041,seq0041_g000098,8
1,0,11299,seq0041,seq0041_g000099,8
1,0,11300,seq0041,seq0041_g000100,8
1,0,11301,seq0041,seq0041_g000101,8
1,0,11302,seq0041,seq0041_g000102,8
1,0,11303,seq0041,seq0041_g000103,8
1,0,11304,seq0041,seq0041_g000104,8
1,0,11305,seq0041,seq0041_g000105,8
1,0,11306,seq0041,seq0041_g000106,8
1,0,11307,seq0041,seq0041_g000107,8
1,0,11308,seq0041,seq0041_g000108,8
1,0,11309,seq0041,seq0041_g000109,8
1,0,11310,seq0041,seq0041_g000110,8
1,0,11311,seq0041,seq0041_g000111,8
1,0,11312,seq0041,seq0041_g000112,8
1,0,11313,seq0041,seq0041_g000113,8
1,0,11314,seq0041,seq0041_g000114,8
1,0,11315,seq0041,seq0041_g000115,8
1,0,11316,seq0041,seq0041_g000116,8
1,0,11317,seq0041,seq0041_g000117,8
1,0,11318,seq0041,seq0041_g000118,8
1,0,11319,seq0041,seq0041_g000119,8
1,0,11320,seq0041,seq0041_g000120,8
1,0,11321,seq0041,seq0041_g000121,8
1,0,11322,seq0041,seq0041_g000122,8
1,0,11323,seq0041,seq0041_g000123,8
1,0,11324,seq0041,seq0041_g000124,8
1,0,11325,seq0041,seq0041_g000125,8
1,0,11326,seq0041,seq0041_g000126,8
1,0,11327,seq0041,seq0041_g000127,8
1,0,11328,seq0041,seq0041_g000128,8
1,0,11329,seq0041,seq0041_g000129,8
1,0,11330,seq0041,seq0041_g000130,8
1,0,11331,seq0041,seq0041_g000131,8
1,0,11332,seq0041,seq0041_g000132,8
1,0,11333,seq0041,seq0041_g000133,8
1,0,11334,seq0041,seq0041_g000134,8
1,0,11335,seq0041,seq0041_g000135,8
1,0,11336,seq0041,seq0041_g000136,8
1,0,11337,seq0041,seq0041_g000137,8
1,0,11338,seq0041,seq0041_g000138,8
1,0,11339,seq0041,seq0041_g000139,8
1,0,11340,seq0041,seq0041_g000140,8
1,0,11341,seq0041,seq0041_g000141,8
1,0,11342,seq0041,seq0041_g000142,8
1,0,11343,seq0041,seq0041_g000143,8
1,0,11344,seq0041,seq0041_g000144,8
1,0,11345,seq0041,seq0041_g000145,8
1,0,11346,seq0041,seq0041_g000146,8
1,0,11347,seq0041,seq0041_g000147,8
1,0,11348,seq0041,seq0041_g000148,8
1,0,11349,seq0041,seq0041_g000149,8
1,0,11350,seq0041,seq0041_g000150,8
1,0,11351,seq0041,seq0041_g000151,8
1,0,11352,seq0041,seq0041_g000152,8
1,0,11353,seq0041,seq0041_g000153,8
1,0,11354,seq0041,seq0041_g000154,8
1,0,11355,seq0041,seq0041_g000155,8
1,0,11356,seq0041,seq0041_g000156,8
1,0,11357,seq0041,seq0041_g000157,8
1,0,11358,seq0041,seq0041_g000158,8
1,0,11359,seq0041,seq0041_g000159,8
1,0,11360,seq0041,seq0041_g000160,8
1,0,11361,seq0041,seq0041_g000161,8
1,0,11362,seq0041,seq0041_g000162,8
1,0,11363,seq0041,seq0041_g000163,8
1,0,11364,seq0041,seq0041_g000164,8
1,0,11365,seq0041,seq0041_g000165,8
1,0,11366,seq0041,seq0041_g000166,8
1,0,11367,seq0041,seq0041_g000167,8
1,0,11368,seq0041,seq0041_g000168,8
1,0,11369,seq0041,seq0041_g000169,8
1,0,11370,seq0041,seq0041_g000170,8
1,0,11371,seq0041,seq0041_g000171,8
1,0,11372,seq0041,seq0041_g000172,8
1,0,11373,seq0041,seq0041_g000173,8
1,0,11374,seq0041,seq0041_g000174,8
1,0,11375,seq0041,seq0041_g000175,8
1,0,11376,seq0041,seq0041_g000176,8
1,0,11377,seq0041,seq0041_g000177,8
1,0,11378,seq0041,seq0041_g000178,8
1,0,11379,seq0041,seq0041_g000179,8
1,0,11380,seq0041,seq0041_g000180,8
1,0,11381,seq0041,seq0041_g000181,8
1,0,11382,seq0041,seq0041_g000182,8
1,0,11383,seq0041,seq0041_g000183,8
1,0,11384,seq0041,seq0041_g000184,8
1,0,11385,seq0041,seq0041_g000185,8
1,0,11386,seq0041,seq0041_g000186,8
