stride,offset,query_index,sequence_id,sample_id,appearances
1,0,8855,seq0032,seq0032_g000055,8
1,0,8856,seq0032,seq0032_g000056,8
1,0,8857,seq0032,seq0032_g000057,8
1,0,8858,seq0032,seq0032_g000058,8
1,0,8859,seq0032,seq0032_g000059,8
1,0,8860,seq0032,seq0032_g000060,8
1,0,8861,seq0032,seq0032_g000061,8
1,0,8862,seq0032,seq0032_g000062,8
1,0,8863,seq0032,seq0032_g000063,8
1,0,8864,seq0032,seq0032_g000064,8
1,0,8865,seq0032,seq0032_g000065,8
1,0,8866,seq0032,seq0032_g000066,8
1,0,8867,seq0032,seq0032_g000067,8
1,0,8868,seq0032,seq0032_g000068,8
1,0,8869,seq0032,seq0032_g000069,8
1,0,8870,seq0032,seq0032_g000070,8
1,0,8871,seq0032,seq0032_g000071,8
1,0,8872,seq0032,seq0032_g000072,8
1,0,8873,seq0032,seq0032_g000073,8
1,0,8874,seq0032,seq0032_g000074,8
1,0,8875,seq0032,seq0032_g000075,8
1,0,8876,seq0032,seq0032_g000076,8
1,0,8877,seq0032,seq0032_g000077,8
1,0,8878,seq0032,seq0032_g000078,8
1,0,8879,seq0032,seq0032_g000079,8
1,0,8880,seq0032,seq0032_g000080,8
1,0,8881,seq0032,seq0032_g000081,8
1,0,8882,seq0032,seq0032_g000082,8
1,0,8883,seq0032,seq0032_g000083,8
1,0,8884,seq0032,seq0032_g000084,8
1,0,8885,seq0032,seq0032_g000085,8
1,0,8886,seq0032,seq0032_g000086,8
1,0,8887,seq0032,seq0032_g000087,8
1,0,8888,seq0032,seq0032_g000088,8
1,0,8889,seq0032,seq0032_g000089,8
1,0,8890,seq0032,seq0032_g000090,8
1,0,8891,seq0032,seq0032_g000091,8
1,0,8892,seq0032,seq0032_g000092,8
1,0,8893,seq0032,seq0032_g000093,8
1,0,8894,seq0032,seq0032_g000094,8
1,0,8895,seq0032,seq0032_g000095,8
1,0,8896,seq0032,seq0032_g000096,8
1,0,8897,seq0032,seq0032_g000097,8
1,0,8898,seq0032,seq0032_g000098,8
1,0,8899,seq0032,seq0032_g000099,8
1,0,8900,seq0032,seq0032_g000100,8
1,0,8901,seq0032,seq0032_g000101,8
1,0,8902,seq0032,seq0032_g000102,8
1,0,8903,seq0032,seq0032_g000103,8
1,0,8904,seq0032,seq0032_g000104,8
1,0,8905,seq0032,seq0032_g000105,8
1,0,8906,seq0032,seq0032_g000106,8
1,0,8907,seq0032,seq0032_g000107,8
1,0,8908,seq0032,seq0032_g000108,8
1,0,8909,seq0032,seq0032_g000109,8
1,0,8910,seq0032,seq0032_g000110,8
1,0,8911,seq0032,seq0032_g000111,8
1,0,8912,seq0032,seq0032_g000112,8
1,0,8913,seq0032,seq0032_g000113,8
1,0,8914,seq0032,seq0032_g000114,8
1,0,8915,seq0032,seq0032_g000115,8
1,0,8916,seq0032,seq0032_g000116,8
1,0,8917,seq0032,seq0032_g000117,8
1,0,8918,seq0032,seq0032_g000118,8
1,0,8919,seq0032,seq0032_g000119,8
1,0,8920,seq0032,seq0032_g000120,8
1,0,8921,seq0032,seq0032_g000121,8
1,0,8922,seq0032,seq0032_g000122,8
1,0,8923,seq0032,seq0032_g000123,8
1,0,8924,seq0032,seq0032_g000124,8
1,0,8925,seq0032,seq0032_g000125,8
1,0,8926,seq0032,seq0032_g000126,8
1,0,8927,seq0032,seq0032_g000127,8
1,0,8928,seq0032,seq0032_g000128,8
1,0,8929,seq0032,seq0032_g000129,8
1,0,8930,seq0032,seq0032_g000130,8
1,0,8931,seq0032,seq0032_g000131,8
1,0,8932,seq0032,seq0032_g000132,8
1,0,8933,seq0032,seq0032_g000133,8
1,0,8934,seq0032,seq0032_g000134,8
1,0,8935,seq0032,seq0032_g000135,8
1,0,8936,seq0032,seq0032_g000136,8
1,0,8937,seq0032,seq0032_g000137,8
1,0,8938,seq0032,seq0032_g000138,8
1,0,8939,seq0032,seq0032_g000139,8
1,0,8940,seq0032,seq0032_g000140,8
1,0,8941,seq0032,seq0032_g000141,8
1,0,8942,seq0032,seq0032_g000142,8
1,0,8943,seq0032,seq0032_g000143,8
1,0,8944,seq0032,seq0032_g000144,8
1,0,8945,seq0032,seq0032_g000145,8
1,0,8946,seq0032,seq0032_g000146,8
1,0,8947,seq0032,seq0032_g000147,8
1,0,8948,seq0032,seq0032_g000148,8
1,0,8949,seq0032,seq0032_g000149,8
1,0,8950,seq0032,seq0032_g000150,8
1,0,8951,seq0032,seq0032_g000151,8
1,0,8952,seq0032,seq0032_g000152,8
1,0,8953,seq0032,seq0032_g000153,8
1,0,8954,seq0032,seq0032_g000154,8
1,0,8955,seq0032,seq0032_g000155,8
1,0,8956,seq0032,seq0032_g000156,8
1,0,8957,seq0032,seq0032_g000157,8
1,0,8958,seq0032,seq0032_g000158,8
1,0,8959,seq0032,seq0032_g000159,8
1,0,8960,seq0032,seq0032_g000160,8
1,0,8961,seq0032,seq0032_g000161,8
1,0,8962,seq0032,seq0032_g000162,8
1,0,8963,seq0032,seq0032_g000163,8
1,0,8964,seq0032,seq0032_g000164,8
1,0,8965,seq0032,seq0032_g000165,8
1,0,8966,seq0032,seq0032_g000166,8
1,0,8967,seq0032,seq0032_g000167,8
1,0,8968,seq0032,seq0032_g000168,8
1,0,8969,seq0032,seq0032_g000169,8
1,0,8970,seq0032,seq0032_g000170,8
1,0,8971,seq0032,seq0032_g000171,8
1,0,8972,seq0032,seq0032_g000172,8
1,0,8973,seq0032,seq0032_g000173,8
1,0,8974,seq0032,seq0032_g000174,8
1,0,8975,seq0032,seq0032_g000175,8
1,0,8976,seq0032,seq0032_g000176,8
1,0,8977,seq0032,seq0032_g000177,8
1,0,8978,seq0032,seq0032_g000178,8
1,0,8979,seq0032,seq0032_g000179,8
1,0,8980,seq0032,seq0032_g000180,8
1,0,8981,seq0032,seq0032_g000181,8
1,0,8982,seq0032,seq0032_g000182,8
1,0,8983,seq0032,seq0032_g000183,8
1,0,8984,seq0032,seq0032_g000184,8
1,0,8985,seq0032,seq0032_g000185,8
1,0,8986,seq0032,seq0032_g000186,8
1,0,8987,seq0032,seq0032_g000187,8
1,0,8988,seq0032,seq0032_g000188,8
1,0,8989,seq0032,seq0032_g000189,8
1,0,8990,seq0032,seq0032_g000190,8
1,0,8991,seq0032,seq0032_g000191,8
1,0,8992,seq0032,seq0032_g000192,8
1,0,8993,seq0032,seq0032_g000193,8
1,0,8994,seq0032,seq0032_g000194,8
1,0,8995,seq0032,seq0032_g000195,8
1,0,8996,seq0032,seq0032_g000196,8
1,0,8997,seq0032,seq0032_g000197,8
1,0,8998,seq0032,seq0032_g000198,8
1,0,8999,seq0032,seq0032_g000199,8
1,0,9000,seq0032,seq0032_g000200,8
1,0,9001,seq0032,seq0032_g000201,8
1,0,9002,seq0032,seq0032_g000202,8
1,0,9003,seq0032,seq0032_g000203,8
1,0,9004,seq0032,seq0032_g000204,8
1,0,9005,seq0032,seq0032_g000205,8
1,0,9006,seq0032,seq0032_g000206,8
1,0,9007,seq0032,seq0032_g000207,8
1,0,9008,seq0032,seq0032_g000208,8
1,0,9009,seq0032,seq0032_g000209,8
1,0,9010,seq0032,seq0032_g000210,8
1,0,9011,seq0032,seq0032_g000211,8
1,0,9012,seq0032,seq0032_g000212,8
1,0,9013,seq0032,seq0032_g000213,8
1,0,9014,seq0032,seq0032_g000214,8
1,0,9015,seq0032,seq0032_g000215,8
1,0,9016,seq0032,seq0032_g000216,8
1,0,9017,seq0032,seq0032_g000217,8
1,0,9018,seq0032,seq0032_g000218,8
1,0,9019,seq0032,seq0032_g000219,8
1,0,9020,seq0032,seq0032_g000220,8
1,0,9021,seq0032,seq0032_g000221,8
1,0,9022,seq0032,seq0032_g000222,8
1,0,9023,seq0032,seq0032_g000223,8
1,0,9024,seq0032,seq0032_g000224,8
1,0,9025,seq0032,seq0032_g000225,8
1,0,9026,seq0032,seq0032_g000226,8
1,0,9027,seq0032,seq0032_g000227,8
1,0,9028,seq0032,seq0032_g000228,8
1,0,9029,seq0032,seq0032_g000229,8
1,0,9030,seq0032,seq0032_g000230,8
1,0,9031,seq0032,seq0032_g000231,8
1,0,9032,seq0032,seq0032_g000232,8
1,0,9033,seq0032,seq0032_g000233,8
1,0,9034,seq0032,seq0032_g000234,8
1,0,9035,seq0032,seq0032_g000235,8
1,0,9036,seq0032,seq0032_g000236,8
1,0,9037,seq0032,seq0032_g000237,8
1,0,9038,seq0032,seq0032_g000238,8
1,0,9039,seq0032,seq0032_g000239,8
1,0,9040,seq0032,seq0032_g000240,8
1,0,9041,seq0032,seq0032_g000241,8
1,0,9042,seq0032,seq0032_g000242,8
1,0,9043,seq0032,seq0032_g000243,8
1,0,9044,seq0032,seq0032_g000244,8
1,0,9045,seq0032,seq0032_g000245,8
1,0,9046,seq0032,seq0032_g000246,8
1,0,9047,seq0032,seq0032_g000247,8
1,0,9048,seq0032,seq0032_g000248,8
1,0,9049,seq0032,seq0032_g000249,8
1,0,9050,seq0032,seq0032_g000250,8
1,0,9051,seq0032,seq0032_g000251,8
1,0,9052,seq0032,seq0032_g000252,8
1,0,9053,seq0032,seq0032_g000253,8
1,0,9054,seq0032,seq0032_g000254,8
1,0,9055,seq0032,seq0032_g000255,8
1,0,9056,seq0032,seq0032_g000256,8
1,0,9057,seq0032,seq0032_g000257,8
1,0,9058,seq0032,seq0032_g000258,8
1,0,9059,seq0032,seq0032_g000259,8
1,0,9060,seq0032,seq0032_g000260,8
1,0,9061,seq0032,seq0032_g000261,8
1,0,9062,seq0032,seq0032_g000262,8
1,0,9063,seq0032,seq0032_g000263,8
1,0,9064,seq0032,seq0032_g000264,8
1,0,9065,seq0032,seq0032_g000265,8
1,0,9066,seq0032,seq0032_g000266,8
1,0,9067,seq0032,seq0032_g000267,8
1,0,9068,seq0032,seq0032_g000268,8
1,0,9069,seq0032,seq0032_g000269,8
1,0,9070,seq0032,seq0032_g000270,8
1,0,9071,seq0032,seq0032_g000271,8
1,0,9072,seq0032,seq0032_g000272,8
1,0,9073,seq0032,seq0032_g000273,8
1,0,9074,seq0032,seq0032_g000274,8
1,0,9075,seq0032,seq0032_g000275,8
1,0,9076,seq0032,seq0032_g000276,8
1,0,9077,seq0032,seq0032_g000277,8
1,0,9078,seq0032,seq0032_g000278,8
1,0,9079,seq0032,seq0032_g000279,8
1,0,9080,seq0032,seq0032_g000280,8
1,0,9081,seq0032,seq0032_g000281,8
1,0,9082,seq0032,seq0032_g000282,8
1,0,9083,seq0032,seq0032_g000283,8
1,0,9084,seq0032,seq0032_g000284,8
1,0,9085,seq0032,seq0032_g000285,8
1,0,9086,seq0032,seq0032_g000286,8
1,0,9087,seq0032,seq0032_g000287,8
1,0,9088,seq0032,seq0032_g000288,8
1,0,9089,seq0032,seq0032_g000289,8
1,0,9090,seq0032,seq0032_g000290,8
1,0,9091,seq0032,seq0032_g000291,8
1,0,9092,seq0032,seq0032_g000292,8
1,0,9093,seq0032,seq0032_g000293,8
1,0,9094,seq0032,seq0032_g000294,8
1,0,9095,seq0032,seq0032_g000295,8
1,0,9096,seq0032,seq0032_g000296,8
1,0,9097,seq0032,seq0032_g000297,8
1,0,9098,seq0032,seq0032_g000298,8
1,0,9099,seq0032,seq0032_g000299,8
1,0,9100,seq0032,seq0032_g000300,8
1,0,9101,seq0032,seq0032_g000301,8
1,0,9102,seq0032,seq0032_g000302,8
1,0,9103,seq0032,seq0032_g000303,8
1,0,9104,seq0032,seq0032_g000304,8
1,0,9105,seq0032,seq0032_g000305,8
1,0,9106,seq0032,seq0032_g000306,8
1,0,9107,seq0032,seq0032_g000307,8
1,0,9108,seq0032,seq0032_g000308,8
1,0,9109,seq0032,seq0032_g000309,8
1,0,9110,seq0032,seq0032_g000310,8
1,0,9111,seq0032,seq0032_g000311,8
1,0,9112,seq0032,seq0032_g000312,8
1,0,9113,seq0032,seq0032_g000313,8
1,0,9114,seq0032,seq0032_g000314,8
1,0,9115,seq0032,seq0032_g000315,8
1,0,9116,seq0032,seq0032_g000316,8
1,0,9117,seq0032,seq0032_g000317,8
1,0,9118,seq0032,seq0032_g000318,8
1,0,9119,seq0032,seq0032_g000319,8
1,0,9120,seq0032,seq0032_g000320,8
1,0,9121,seq0032,seq0032_g000321,8
1,0,9122,seq0032,seq0032_g000322,8
1,0,9123,seq0032,seq0032_g000323,8
1,0,9124,seq0032,seq0032_g000324,8
1,0,9125,seq0032,seq0032_g000325,8
1,0,9126,seq0032,seq0032_g000326,8
1,0,9127,seq0032,seq0032_g000327,8
1,0,9128,seq0032,seq0032_g000328,8
1,0,9129,seq0032,seq0032_g000329,8
1,0,9130,seq0032,seq0032_g000330,8
1,0,9131,seq0032,seq0032_g000331,8
1,0,9132,seq0032,seq0032_g000332,8
1,0,9133,seq0032,seq0032_g000333,8
1,0,9134,seq0032,seq0032_g000334,8
1,0,9135,seq0032,seq0032_g000335,8
1,0,9136,seq0032,seq0032_g000336,8
1,0,9137,seq0032,seq0032_g000337,8
1,0,9138,seq0032,seq0032_g000338,8
1,0,9139,seq0032,seq0032_g000339,8
1,0,9140,seq0032,seq0032_g000340,8
1,0,9141,seq0032,seq0032_g000341,8
1,0,9142,seq0032,seq0032_g000342,8
1,0,9143,seq0032,seq0032_g000343,8
1,0,9144,seq0032,seq0032_g000344,8
1,0,9145,seq0032,seq0032_g000345,8
1,0,9146,seq0032,seq0032_g000346,8
1,0,9147,seq0032,seq0032_g000347,8
1,0,9148,seq0032,seq0032_g000348,8
1,0,9149,seq0032,seq0032_g000349,8
1,0,9150,seq0032,seq0032_g000350,8
1,0,9151,seq0032,seq0032_g000351,8
1,0,9152,seq0032,seq0032_g000352,8
1,0,9153,seq0032,seq0032_g000353,8
1,0,9154,seq0032,seq0032_g000354,8
1,0,9155,seq0032,seq0032_g000355,8
1,0,9156,seq0032,seq0032_g000356,8
1,0,9157,seq0032,seq0032_g000357,8
1,0,9158,seq0032,seq0032_g000358,8
1,0,9159,seq0032,seq0032_g000359,8
1,0,9160,seq0032,seq0032_g000360,8
1,0,9161,seq0032,seq0032_g000361,8
1,0,9162,seq0032,seq0032_g000362,8
1,0,9163,seq0032,seq0032_g000363,8
1,0,9164,seq0032,seq0032_g000364,8
1,0,9165,seq0032,seq0032_g000365,8
1,0,9166,seq0032,seq0032_g000366,8
1,0,9167,seq0032,seq0032_g000367,8
1,0,9168,seq0032,seq0032_g000368,8
1,0,9169,seq0032,seq0032_g000369,8
1,0,9170,seq0032,seq0032_g000370,8
1,0,9171,seq0032,seq0032_g000371,8
1,0,9172,seq0032,seq0032_g000372,8
1,0,9173,seq0032,seq0032_g000373,8
1,0,9174,seq0032,seq0032_g000374,8
1,0,9175,seq0032,seq0032_g000375,8
1,0,9176,seq0032,seq0032_g000376,8
1,0,9177,seq0032,seq0032_g000377,8
1,0,9178,seq0032,seq0032_g000378,8
1,0,9179,seq0032,seq0032_g000379,8
1,0,9180,seq0032,seq0032_g000380,8
1,0,9181,seq0032,seq0032_g000381,8
1,0,9182,seq0032,seq0032_g000382,8
1,0,9183,seq0032,seq0032_g000383,8
1,0,9184,seq0032,seq0032_g000384,8
1,0,9185,seq0032,seq0032_g000385,8
1,0,9186,seq0032,seq0032_g000386,8
1,0,9187,seq0032,seq0032_g000387,8
1,0,9188,seq0032,seq0032_g000388,8
1,0,9189,seq0032,seq0032_g000389,8
1,0,9190,seq0032,seq0032_g000390,8
1,0,9191,seq0032,seq0032_g000391,8
1,0,9192,seq0032,seq0032_g000392,8
1,0,9193,seq0032,seq0032_g000393,7
1,0,9194,seq0032,seq0032_g000394,6
1,0,9195,seq0032,seq0032_g000395,5
1,0,9196,seq0032,seq0032_g000396,4
1,0,9197,seq0032,seq0032_g000397,3
1,0,9198,seq0032,seq0032_g000398,2
1,0,9199,seq0032,seq0032_g000399,1
1,0,9200,seq0033,seq0033_g000000,8
1,0,9201,seq0033,seq0033_g000001,8
1,0,9202,seq0033,seq0033_g000002,8
1,0,9203,seq0033,seq0033_g000003,8
1,0,9204,seq0033,seq0033_g000004,8
1,0,9205,seq0033,seq0033_g000005,8
1,0,9206,seq0033,seq0033_g000006,8
1,0,9207,seq0033,seq0033_g000007,8
1,0,9208,seq0033,seq0033_g000008,8
1,0,9209,seq0033,seq0033_g000009,8
1,0,9210,seq0033,seq0033_g000010,8
1,0,9211,seq0033,seq0033_g000011,8
1,0,9212,seq0033,seq0033_g000012,8
1,0,9213,seq0033,seq0033_g000013,8
1,0,9214,seq0033,seq0033_g000014,8
1,0,9215,seq0033,seq0033_g000015,8
1,0,9216,seq0033,seq0033_g000016,8
1,0,9217,seq0033,seq0033_g000017,8
1,0,9218,seq0033,seq0033_g000018,8
1,0,9219,seq0033,seq0033_g000019,8
1,0,9220,seq0033,seq0033_g000020,8
1,0,9221,seq0033,seq0033_g000021,8
1,0,9222,seq0033,seq0033_g000022,8
1,0,9223,seq0033,seq0033_g000023,8
1,0,9224,seq0033,seq0033_g000024,8
1,0,9225,seq0033,seq0033_g000025,8
1,0,9226,seq0033,seq0033_g000026,8
1,0,9227,seq0033,seq0033_g000027,8
1,0,9228,seq0033,seq0033_g000028,8
1,0,9229,seq0033,seq0033_g000029,8
1,0,9230,seq0033,seq0033_g000030,8
1,0,9231,seq0033,seq0033_g000031,8
1,0,9232,seq0033,seq0033_g000032,8
1,0,9233,seq0033,seq0033_g000033,8
1,0,9234,seq0033,seq0033_g000034,8
1,0,9235,seq0033,seq0033_g000035,8
1,0,9236,seq0033,seq0033_g000036,8
1,0,9237,seq0033,seq0033_g000037,8
1,0,9238,seq0033,seq0033_g000038,8
1,0,9239,seq0033,seq0033_g000039,8
1,0,9240,seq0033,seq0033_g000040,8
1,0,9241,seq0033,seq0033_g000041,8
1,0,9242,seq0033,seq0033_g000042,8
1,0,9243,seq0033,seq0033_g000043,8
1,0,9244,seq0033,seq0033_g000044,8
1,0,9245,seq0033,seq0033_g000045,8
1,0,9246,seq0033,seq0033_g000046,8
1,0,9247,seq0033,seq0033_g000047,8
1,0,9248,seq0033,seq0033_g000048,8
1,0,9249,seq0033,seq0033_g000049,8
1,0,9250,seq0033,seq0033_g000050,8
1,0,9251,seq0033,seq0033_g000051,8
1,0,9252,seq0033,seq0033_g000052,8
1,0,9253,seq0033,seq0033_g000053,8
1,0,9254,seq0033,seq0033_g000054,8
1,0,9255,seq0033,seq0033_g000055,8
1,0,9256,seq0033,seq0033_g000056,8
1,0,9257,seq0033,seq0033_g000057,8
1,0,9258,seq0033,seq0033_g000058,8
1,0,9259,seq0033,seq0033_g000059,8
1,0,9260,seq0033,seq0033_g000060,8
1,0,9261,seq0033,seq0033_g000061,8
1,0,9262,seq0033,seq0033_g000062,8
1,0,9263,seq0033,seq0033_g000063,8
1,0,9264,seq0033,seq0033_g000064,8
1,0,9265,seq0033,seq0033_g000065,8
1,0,9266,seq0033,seq0033_g000066,8
1,0,9267,seq0033,seq0033_g000067,8
1,0,9268,seq0033,seq0033_g000068,8
1,0,9269,seq0033,seq0033_g000069,8
1,0,9270,seq0033,seq0033_g000070,8
1,0,9271,seq0033,seq0033_g000071,8
1,0,9272,seq0033,seq0033_g000072,8
1,0,9273,seq0033,seq0033_g000073,8
1,0,9274,seq0033,seq0033_g000074,8
1,0,9275,seq0033,seq0033_g000075,8
1,0,9276,seq0033,seq0033_g000076,8
1,0,9277,seq0033,seq0033_g000077,8
1,0,9278,seq0033,seq0033_g000078,8
1,0,9279,seq0033,seq0033_g000079,8
1,0,9280,seq0033,seq0033_g000080,8
1,0,9281,seq0033,seq0033_g000081,8
1,0,9282,seq0033,seq0033_g000082,8
1,0,9283,seq0033,seq0033_g000083,8
1,0,9284,seq0033,seq0033_g000084,8
1,0,9285,seq0033,seq0033_g000085,8
1,0,9286,seq0033,seq0033_g000086,8
1,0,9287,seq0033,seq0033_g000087,8
1,0,9288,seq0033,seq0033_g000088,8
1,0,9289,seq0033,seq0033_g000089,8
1,0,9290,seq0033,seq0033_g000090,8
1,0,9291,seq0033,seq0033_g000091,8
1,0,9292,seq0033,seq0033_g000092,8
1,0,9293,seq0033,seq0033_g000093,8
1,0,9294,seq0033,seq0033_g000094,8
1,0,9295,seq0033,seq0033_g000095,8
1,0,9296,seq0033,seq0033_g000096,8
1,0,9297,seq0033,seq0033_g000097,8
1,0,9298,seq0033,seq0033_g000098,8
1,0,9299,seq0033,seq0033_g000099,8
1,0,9300,seq0033,seq0033_g000100,8
1,0,9301,seq0033,seq0033_g000101,8
1,0,9302,seq0033,seq0033_g000102,8
1,0,9303,seq0033,seq0033_g000103,8
1,0,9304,seq0033,seq0033_g000104,8
1,0,9305,seq0033,seq0033_g000105,8
1,0,9306,seq0033,seq0033_g000106,8
1,0,9307,seq0033,seq0033_g000107,8
1,0,9308,seq0033,seq0033_g000108,8
1,0,9309,seq0033,seq0033_g000109,8
1,0,9310,seq0033,seq0033_g000110,8
1,0,9311,seq0033,seq0033_g000111,8
1,0,9312,seq0033,seq0033_g000112,8
1,0,9313,seq0033,seq0033_g000113,8
1,0,9314,seq0033,seq0033_g000114,8
1,0,9315,seq0033,seq0033_g000115,8
1,0,9316,seq0033,seq0033_g000116,8
1,0,9317,seq0033,seq0033_g000117,8
1,0,9318,seq0033,seq0033_g000118,8
1,0,9319,seq0033,seq0033_g000119,8
1,0,9320,seq0033,seq0033_g000120,8
1,0,9321,seq0033,seq0033_g000121,8
1,0,9322,seq0033,seq0033_g000122,8
1,0,9323,seq0033,seq0033_g000123,8
1,0,9324,seq0033,seq0033_g000124,8
1,0,9325,seq0033,seq0033_g000125,8
1,0,9326,seq0033,seq0033_g000126,8
1,0,9327,seq0033,seq0033_g000127,8
1,0,9328,seq0033,seq0033_g000128,8
1,0,9329,seq0033,seq0033_g000129,8
1,0,9330,seq0033,seq0033_g000130,8
1,0,9331,seq0033,seq0033_g000131,8
1,0,9332,seq0033,seq0033_g000132,8
1,0,9333,seq0033,seq0033_g000133,8
1,0,9334,seq0033,seq0033_g000134,8
1,0,9335,seq0033,seq0033_g000135,8
1,0,9336,seq0033,seq0033_g000136,8
1,0,9337,seq0033,seq0033_g000137,8
1,0,9338,seq0033,seq0033_g000138,8
1,0,9339,seq0033,seq0033_g000139,8
1,0,9340,seq0033,seq0033_g000140,8
1,0,9341,seq0033,seq0033_g000141,8
1,0,9342,seq0033,seq0033_g000142,8
1,0,9343,seq0033,seq0033_g000143,8
1,0,9344,seq0033,seq0033_g000144,8
1,0,9345,seq0033,seq0033_g000145,8
1,0,9346,seq0033,seq0033_g000146,8
1,0,9347,seq0033,seq0033_g000147,8
1,0,9348,seq0033,seq0033_g000148,8
1,0,9349,seq0033,seq0033_g000149,8
1,0,9350,seq0033,seq0033_g000150,8
1,0,9351,seq0033,seq0033_g000151,8
1,0,9352,seq0033,seq0033_g000152,8
1,0,9353,seq0033,seq0033_g000153,8
1,0,9354,seq0033,seq0033_g000154,8
1,0,9355,seq0033,seq0033_g000155,8
1,0,9356,seq0033,seq0033_g000156,8
1,0,9357,seq0033,seq0033_g000157,8
1,0,9358,seq0033,seq0033_g000158,8
1,0,9359,seq0033,seq0033_g000159,8
1,0,9360,seq0033,seq0033_g000160,8
1,0,9361,seq0033,seq0033_g000161,8
1,0,9362,seq0033,seq0033_g000162,8
1,0,9363,seq0033,seq0033_g000163,8
1,0,9364,seq0033,seq0033_g000164,8
1,0,9365,seq0033,seq0033_g000165,8
1,0,9366,seq0033,seq0033_g000166,8
1,0,9367,seq0033,seq0033_g000167,8
1,0,9368,seq0033,seq0033_g000168,8
1,0,9369,seq0033,seq0033_g000169,8
1,0,9370,seq0033,seq0033_g000170,8
1,0,9371,seq0033,seq0033_g000171,8
1,0,9372,seq0033,seq0033_g000172,8
1,0,9373,seq0033,seq0033_g000173,8
1,0,9374,seq0033,seq0033_g000174,8
1,0,9375,seq0033,seq0033_g000175,8
1,0,9376,seq0033,seq0033_g000176,8
1,0,9377,seq0033,seq0033_g000177,8
1,0,9378,seq0033,seq0033_g000178,8
1,0,9379,seq0033,seq0033_g000179,8
1,0,9380,seq0033,seq0033_g000180,8
1,0,9381,seq0033,seq0033_g000181,8
1,0,9382,seq0033,seq0033_g000182,8
1,0,9383,seq0033,seq0033_g000183,8
1,0,9384,seq0033,seq0033_g000184,8
1,0,9385,seq0033,seq0033_g000185,8
1,0,9386,seq0033,seq0033_g000186,8
1,0,9387,seq0033,seq0033_g000187,8
1,0,9388,seq0033,seq0033_g000188,8
1,0,9389,seq0033,seq0033_g000189,8
1,0,9390,seq0033,seq0033_g000190,8
1,0,9391,seq0033,seq0033_g000191,8
1,0,9392,seq0033,seq0033_g000192,8
1,0,9393,seq0033,seq0033_g000193,8
1,0,9394,seq0033,seq0033_g000194,8
1,0,9395,seq0033,seq0033_g000195,8
1,0,9396,seq0033,seq0033_g000196,8
1,0,9397,seq0033,seq0033_g000197,8
1,0,9398,seq0033,seq0033_g000198,8
1,0,9399,seq0033,seq0033_g000199,8
1,0,9400,seq0033,seq0033_g000200,8
1,0,9401,seq0033,seq0033_g000201,8
1,0,9402,seq0033,seq0033_g000202,8
1,0,9403,seq0033,seq0033_g000203,8
1,0,9404,seq0033,seq0033_g000204,8
1,0,9405,seq0033,seq0033_g000205,8
1,0,9406,seq0033,seq0033_g000206,8
1,0,9407,seq0033,seq0033_g000207,8
1,0,9408,seq0033,seq0033_g000208,8
1,0,9409,seq0033,seq0033_g000209,8
1,0,9410,seq0033,seq0033_g000210,8
1,0,9411,seq0033,seq0033_g000211,8
1,0,9412,seq0033,seq0033_g000212,8
1,0,9413,seq0033,seq0033_g000213,8
1,0,9414,seq0033,seq0033_g000214,8
1,0,9415,seq0033,seq0033_g000215,8
1,0,9416,seq0033,seq0033_g000216,8
1,0,9417,seq0033,seq0033_g000217,8
1,0,9418,seq0033,seq0033_g000218,8
1,0,9419,seq0033,seq0033_g000219,8
1,0,9420,seq0033,seq0033_g000220,8
1,0,9421,seq0033,seq0033_g000221,8
1,0,9422,seq0033,seq0033_g000222,8
1,0,9423,seq0033,seq0033_g000223,8
1,0,9424,seq0033,seq0033_g000224,8
1,0,9425,seq0033,seq0033_g000225,8
1,0,9426,seq0033,seq0033_g000226,8
1,0,9427,seq0033,seq0033_g000227,8
1,0,9428,seq0033,seq0033_g000228,8
1,0,9429,seq0033,seq0033_g000229,8
1,0,9430,seq0033,seq0033_g000230,8
1,0,9431,seq0033,seq0033_g000231,8
1,0,9432,seq0033,seq0033_g000232,8
1,0,9433,seq0033,seq0033_g000233,8
1,0,9434,seq0033,seq0033_g000234,8
1,0,9435,seq0033,seq0033_g000235,8
1,0,9436,seq0033,seq0033_g000236,8
1,0,9437,seq0033,seq0033_g000237,8
1,0,9438,seq0033,seq0033_g000238,8
1,0,9439,seq0033,seq0033_g000239,8
1,0,9440,seq0033,seq0033_g000240,8
1,0,9441,seq0033,seq0033_g000241,8
1,0,9442,seq0033,seq0033_g000242,8
1,0,9443,seq0033,seq0033_g000243,8
1,0,9444,seq0033,seq0033_g000244,8
1,0,9445,seq0033,seq0033_g000245,8
1,0,9446,seq0033,seq0033_g000246,8
1,0,9447,seq0033,seq0033_g000247,8
1,0,9448,seq0033,seq0033_g000248,8
1,0,9449,seq0033,seq0033_g000249,8
1,0,9450,seq0033,seq0033_g000250,8
1,0,9451,seq0033,seq0033_g000251,8
1,0,9452,seq0033,seq0033_g000252,8
1,0,9453,seq0033,seq0033_g000253,8
1,0,9454,seq0033,seq0033_g000254,8
1,0,9455,seq0033,seq0033_g000255,8
1,0,9456,seq0033,seq0033_g000256,8
1,0,9457,seq0033,seq0033_g000257,8
1,0,9458,seq0033,seq0033_g000258,8
1,0,9459,seq0033,seq0033_g000259,8
1,0,9460,seq0033,seq0033_g000260,8
1,0,9461,seq0033,seq0033_g000261,8
