step,elapsed_seconds,method,center_error_px_mean,center_error_px_median,center_error_lt_2px,center_error_lt_4px,center_error_lt_8px,best_fixed_head_index,attention_entropy_normalized_mean,gt_mass_1cell_mean,gt_mass_2cell_mean,box_head_grad_norm
300,99.31294731306843,fused_token,8.192358016967773,2.2327871322631836,0.44999998807907104,0.699999988079071,0.75,0,0.9909294843673706,0.0009399396367371082,0.0037093248683959246,0.7489385604858398
300,99.31294731306843,mean_attention,224.55526733398438,223.2635498046875,0.0,0.0,0.0,0,0.9909294843673706,0.0009399396367371082,0.0037093248683959246,0.7489385604858398
300,99.31294731306843,peak_attention,364.8936462402344,360.413818359375,0.0,0.0,0.0,0,0.9909294843673706,0.0009399396367371082,0.0037093248683959246,0.7489385604858398
300,99.31294731306843,best_fixed_head,126.98138427734375,126.95410919189453,0.0,0.0,0.0,0,0.9909294843673706,0.0009399396367371082,0.0037093248683959246,0.7489385604858398
300,99.31294731306843,oracle_best_head,126.98138427734375,126.95410919189453,0.0,0.0,0.0,0,0.9909294843673706,0.0009399396367371082,0.0037093248683959246,0.7489385604858398
300,99.31294731306843,grid_oracle,2.864502429962158,2.8721394538879395,0.20000000298023224,0.8500000238418579,1.0,0,0.9909294843673706,0.0009399396367371082,0.0037093248683959246,0.7489385604858398
350,115.78899919299874,fused_token,8.905035972595215,3.314821481704712,0.0,0.699999988079071,0.75,0,0.9934714436531067,0.0011113490909337997,0.004395846277475357,0.9086790084838867
350,115.78899919299874,mean_attention,195.20111083984375,193.73388671875,0.0,0.0,0.0,0,0.9934714436531067,0.0011113490909337997,0.004395846277475357,0.9086790084838867
350,115.78899919299874,peak_attention,364.00128173828125,359.735107421875,0.0,0.0,0.0,0,0.9934714436531067,0.0011113490909337997,0.004395846277475357,0.9086790084838867
350,115.78899919299874,best_fixed_head,89.63459014892578,88.87652587890625,0.0,0.0,0.0,0,0.9934714436531067,0.0011113490909337997,0.004395846277475357,0.9086790084838867
350,115.78899919299874,oracle_best_head,89.63459014892578,88.87652587890625,0.0,0.0,0.0,0,0.9934714436531067,0.0011113490909337997,0.004395846277475357,0.9086790084838867
350,115.78899919299874,grid_oracle,2.864502429962158,2.8721394538879395,0.20000000298023224,0.8500000238418579,1.0,0,0.9934714436531067,0.0011113490909337997,0.004395846277475357,0.9086790084838867
400,132.3074530060403,fused_token,9.980256080627441,5.452092170715332,0.0,0.05000000074505806,0.75,0,0.9949542880058289,0.0012087493669241667,0.004815756808966398,0.873893141746521
400,132.3074530060403,mean_attention,176.59434509277344,174.96737670898438,0.0,0.0,0.0,0,0.9949542880058289,0.0012087493669241667,0.004815756808966398,0.873893141746521
400,132.3074530060403,peak_attention,120.13224792480469,114.57785034179688,0.0,0.0,0.0,0,0.9949542880058289,0.0012087493669241667,0.004815756808966398,0.873893141746521
400,132.3074530060403,best_fixed_head,99.87559509277344,98.96540832519531,0.0,0.0,0.0,0,0.9949542880058289,0.0012087493669241667,0.004815756808966398,0.873893141746521
400,132.3074530060403,oracle_best_head,99.87559509277344,98.96540832519531,0.0,0.0,0.0,0,0.9949542880058289,0.0012087493669241667,0.004815756808966398,0.873893141746521
400,132.3074530060403,grid_oracle,2.864502429962158,2.8721394538879395,0.20000000298023224,0.8500000238418579,1.0,0,0.9949542880058289,0.0012087493669241667,0.004815756808966398,0.873893141746521
450,148.83141843997873,fused_token,11.316632270812988,10.328144073486328,0.0,0.0,0.20000000298023224,0,0.9930609464645386,0.0011532895732671022,0.004662776831537485,0.7128307819366455
450,148.83141843997873,mean_attention,182.8024139404297,181.3201141357422,0.0,0.0,0.0,0,0.9930609464645386,0.0011532895732671022,0.004662776831537485,0.7128307819366455
450,148.83141843997873,peak_attention,339.29754638671875,359.38568115234375,0.0,0.0,0.0,0,0.9930609464645386,0.0011532895732671022,0.004662776831537485,0.7128307819366455
450,148.83141843997873,best_fixed_head,77.54547882080078,76.12185668945312,0.0,0.0,0.0,0,0.9930609464645386,0.0011532895732671022,0.004662776831537485,0.7128307819366455
450,148.83141843997873,oracle_best_head,77.54547882080078,76.12185668945312,0.0,0.0,0.0,0,0.9930609464645386,0.0011532895732671022,0.004662776831537485,0.7128307819366455
450,148.83141843997873,grid_oracle,2.864502429962158,2.8721394538879395,0.20000000298023224,0.8500000238418579,1.0,0,0.9930609464645386,0.0011532895732671022,0.004662776831537485,0.7128307819366455
500,165.29778092098422,fused_token,8.901296615600586,4.608014106750488,0.0,0.30000001192092896,0.75,3,0.9961270093917847,0.0009767382871359587,0.003908226266503334,0.8805035948753357
500,165.29778092098422,mean_attention,216.0048370361328,214.69473266601562,0.0,0.0,0.0,3,0.9961270093917847,0.0009767382871359587,0.003908226266503334,0.8805035948753357
500,165.29778092098422,peak_attention,362.3592224121094,359.65362548828125,0.0,0.0,0.0,3,0.9961270093917847,0.0009767382871359587,0.003908226266503334,0.8805035948753357
500,165.29778092098422,best_fixed_head,176.55819702148438,175.57785034179688,0.0,0.0,0.0,3,0.9961270093917847,0.0009767382871359587,0.003908226266503334,0.8805035948753357
500,165.29778092098422,oracle_best_head,175.17156982421875,175.04049682617188,0.0,0.0,0.0,3,0.9961270093917847,0.0009767382871359587,0.003908226266503334,0.8805035948753357
500,165.29778092098422,grid_oracle,2.864502429962158,2.8721394538879395,0.20000000298023224,0.8500000238418579,1.0,3,0.9961270093917847,0.0009767382871359587,0.003908226266503334,0.8805035948753357
550,181.99599314003717,fused_token,8.924528121948242,4.649935722351074,0.0,0.15000000596046448,0.699999988079071,2,0.9937373995780945,0.0008751839632168412,0.0035335689317435026,0.9049301147460938
550,181.99599314003717,mean_attention,231.32699584960938,230.4241943359375,0.0,0.0,0.0,2,0.9937373995780945,0.0008751839632168412,0.0035335689317435026,0.9049301147460938
550,181.99599314003717,peak_attention,362.3592224121094,359.65362548828125,0.0,0.0,0.0,2,0.9937373995780945,0.0008751839632168412,0.0035335689317435026,0.9049301147460938
550,181.99599314003717,best_fixed_head,177.07183837890625,176.60714721679688,0.0,0.0,0.0,2,0.9937373995780945,0.0008751839632168412,0.0035335689317435026,0.9049301147460938
550,181.99599314003717,oracle_best_head,177.07183837890625,176.60714721679688,0.0,0.0,0.0,2,0.9937373995780945,0.0008751839632168412,0.0035335689317435026,0.9049301147460938
550,181.99599314003717,grid_oracle,2.864502429962158,2.8721394538879395,0.20000000298023224,0.8500000238418579,1.0,2,0.9937373995780945,0.0008751839632168412,0.0035335689317435026,0.9049301147460938
600,198.3700279230252,fused_token,9.22300910949707,8.28447437286377,0.0,0.10000000149011612,0.3499999940395355,0,0.9951494336128235,0.0009677305934019387,0.003912714309990406,0.7572481036186218
600,198.3700279230252,mean_attention,215.4573211669922,214.47064208984375,0.0,0.0,0.0,0,0.9951494336128235,0.0009677305934019387,0.003912714309990406,0.7572481036186218
600,198.3700279230252,peak_attention,362.3592224121094,359.65362548828125,0.0,0.0,0.0,0,0.9951494336128235,0.0009677305934019387,0.003912714309990406,0.7572481036186218
600,198.3700279230252,best_fixed_head,140.443115234375,142.71043395996094,0.0,0.0,0.0,0,0.9951494336128235,0.0009677305934019387,0.003912714309990406,0.7572481036186218
600,198.3700279230252,oracle_best_head,140.443115234375,142.71043395996094,0.0,0.0,0.0,0,0.9951494336128235,0.0009677305934019387,0.003912714309990406,0.7572481036186218
600,198.3700279230252,grid_oracle,2.864502429962158,2.8721394538879395,0.20000000298023224,0.8500000238418579,1.0,0,0.9951494336128235,0.0009677305934019387,0.003912714309990406,0.7572481036186218
