step,total_loss,objectness_loss,spatial_xyz_loss,temporal_loss,spatial_median_error,temporal_median_error,positive_logit,best_negative_logit,objectness_margin,endpoint_spatial_supervised,endpoint_count,num_supervised_occurrences,num_temporal_supervised,grad_sbe_vqsa,grad_l0_spatial,grad_l2_spatial,grad_candidate_objectness,grad_candidate_xyz,grad_query_pool,grad_temporal_transformer,grad_temporal_xyz_head
100,18.398948285051368,0.9393124390732158,0.01919728128070181,17.421241283416748,0.29189541935920715,41.40028953552246,nan,-4.038388013839722,nan,0,4,22,32,6.126747030066326e-05,0.009905126877129078,0.0005933897336944938,1.4349631071090698,0.7006961703300476,0.0001513170573161915,0.4608960747718811,53.927032470703125
110,16.75945322393355,0.9222798103635962,0.018603419927372175,15.79996657371521,0.2875763028860092,38.0821533203125,nan,-3.9936089515686035,nan,0,4,22,32,0.00011194202670594677,0.007679924834519625,0.00035365071380510926,1.534317135810852,0.6623650789260864,0.0001145422356785275,0.6398516893386841,63.220741271972656
120,14.655827208464457,0.9063495072451505,0.018101730362766168,13.713274240493774,0.2839978188276291,34.42020606994629,nan,-3.9508140087127686,nan,0,4,22,32,0.00010616791405482218,0.011804421432316303,0.0005325850215740502,1.6181846857070923,0.6289083361625671,0.0001731786469463259,0.8578155040740967,72.95333862304688
130,11.963300800331954,0.8910833055322821,0.017670288957147437,11.036876916885376,0.2809918746352196,30.067484855651855,nan,-3.913143813610077,nan,0,4,22,32,0.00010704136366257444,0.011547647416591644,0.0004784059419762343,1.7053837776184082,0.5975865721702576,0.0001765465276548639,1.1178377866744995,84.78484344482422
140,9.206015035129068,0.8758012273094871,0.017342578767883508,8.295528650283813,0.27863072603940964,24.98129940032959,nan,-3.8759297132492065,nan,0,4,22,32,5.059364048065618e-05,0.008993846364319324,0.0004146728606428951,1.7967326641082764,0.5727356672286987,0.00012885151954833418,0.4771552085876465,66.49116516113281
150,8.25295355378396,0.8587886393070221,0.01708566873673011,7.359993577003479,0.2768329530954361,20.505596160888672,nan,-3.8219895362854004,nan,0,4,22,32,7.460736378561705e-05,0.012016572058200836,0.0005579934222623706,1.8954871892929077,0.5532070994377136,0.00017852139717433602,0.30952441692352295,93.47972106933594
160,6.682190766854381,0.8415811359882355,0.016878823897886006,5.8068519830703735,0.27500712871551514,16.346352577209473,nan,-3.7679877281188965,nan,0,4,22,32,5.956284439889714e-05,0.008341164328157902,0.00047508260468021035,1.9628756046295166,0.5381250381469727,0.00012180464545963332,0.3722993731498718,97.00311279296875
170,4.827960385686972,0.8235278617252003,0.01667694484984333,3.971078634262085,0.2730179950594902,12.007705211639404,nan,-3.7379162907600403,nan,0,4,22,32,5.2103230700595304e-05,0.010742362588644028,0.000653267779853195,2.0356907844543457,0.5266409516334534,0.00012736243661493063,0.5635663866996765,99.56002044677734
180,2.598120881329206,0.8028650012883273,0.016409342727539213,1.7624371945858002,0.2705714553594589,5.73665714263916,nan,-3.738003194332123,nan,0,4,22,32,0.0002064343570964411,0.02012353576719761,0.001075461506843567,2.1716909408569336,0.5101489424705505,0.0002993468660861254,1.249447226524353,82.45578002929688
190,1.3337688556956975,0.778961877931248,0.016203619666736235,0.5223997384309769,0.268729493021965,2.0627301931381226,nan,-3.6888569593429565,nan,0,4,22,32,0.00041203334694728255,0.02850577048957348,0.0013489724369719625,2.250762939453125,0.48948007822036743,0.00036001004627905786,1.9116225242614746,95.79004669189453
200,1.0362411329776724,0.7532671825452284,0.015966105126691135,0.2510417401790619,0.2669573053717613,0.9740768671035767,nan,-3.7017799019813538,nan,0,4,22,32,0.0003912562970072031,0.03580726310610771,0.0019626342691481113,2.4713408946990967,0.4798879027366638,0.00042705138912424445,0.9903199076652527,88.911376953125
