step,total_loss,objectness_loss,spatial_xyz_loss,temporal_loss,spatial_median_error,temporal_median_error,positive_logit,best_negative_logit,objectness_margin,endpoint_spatial_supervised,endpoint_count,num_supervised_occurrences,num_temporal_supervised,grad_sbe_vqsa,grad_l0_spatial,grad_l2_spatial,grad_candidate_objectness,grad_candidate_xyz,grad_query_pool,grad_temporal_transformer,grad_temporal_xyz_head
100,16.711277538270224,0.9380308780819178,0.02852530000382103,15.716196060180664,0.28423260152339935,36.830928802490234,-3.843251585960388,-4.006238341331482,0.16298675537109375,4,8,32,64,5.244645581115037e-05,0.006168777588754892,0.000299712730338797,1.4208828210830688,0.7209908962249756,0.0001079128633136861,0.9167718291282654,45.92466735839844
110,14.27847329917131,0.9198977965861559,0.027679761027684435,13.303215980529785,0.2788618355989456,31.93785285949707,-3.77448308467865,-3.9532675445079803,0.17878445982933044,4,8,32,64,5.31815858266782e-05,0.006115076597779989,0.00035879886127077043,1.524744987487793,0.6772996783256531,0.00010936615581158549,0.8506994247436523,63.326663970947266
120,12.049490656645503,0.9040727391839027,0.027107352361781523,11.091203212738037,0.2751995623111725,27.31515598297119,-3.714993476867676,-3.9096700847148895,0.19467660784721375,4,8,32,64,7.770628144498914e-05,0.007474260870367289,0.0003807328757829964,1.6146271228790283,0.6497504711151123,0.00012367703311610967,0.8547168970108032,85.27570343017578
130,9.656076474988367,0.8901761900633574,0.0266952668025624,8.712509751319885,0.27255015075206757,23.016709327697754,-3.6629855036735535,-3.8723206222057343,0.2093351185321808,4,8,32,64,6.809952174080536e-05,0.006407099310308695,0.0003061983152292669,1.690988302230835,0.6301501989364624,0.00010941355867544189,0.6499300003051758,82.60716247558594
140,8.404560125200078,0.8761988878250122,0.026372748776338995,7.475615739822388,0.2702590674161911,19.489113330841064,-3.6111648082733154,-3.8344802260398865,0.22331541776657104,4,8,32,64,6.926968490006402e-05,0.01787715218961239,0.0009258183999918401,1.7648836374282837,0.6137452125549316,0.000258645013673231,0.14350613951683044,98.26342010498047
150,7.087913805269636,0.8616653922945261,0.026118084613699466,6.174012243747711,0.268404483795166,16.488587379455566,-3.5570576786994934,-3.792362928390503,0.23530524969100952,4,8,32,64,7.688902405789122e-05,0.01627620868384838,0.0008125975728034973,1.8424850702285767,0.6017342805862427,0.00022284284932538867,0.5330368280410767,78.69673919677734
160,5.461660395434592,0.8442310281097889,0.02567912222002633,4.56607112288475,0.2663447707891464,11.985645294189453,-3.4905251264572144,-3.7479822039604187,0.25745707750320435,4,8,32,64,0.00010164776904275641,0.018858447670936584,0.0008526612655259669,1.9216432571411133,0.5788981914520264,0.000255198945524171,0.8878962993621826,75.00181579589844
170,3.3293967142235488,0.8243628107011318,0.025241654715500772,2.4545505940914154,0.2644772231578827,6.149872303009033,-3.4165953993797302,-3.7181938886642456,0.3015984892845154,4,8,32,64,8.30078570288606e-05,0.01013339962810278,0.0005402801325544715,2.018690347671509,0.5581631064414978,0.0001470799616072327,0.871428370475769,90.3590316772461
180,2.76822141057346,0.7905918192118406,0.02461178071098402,1.9284060299396515,0.2597467452287674,4.7053302526474,-3.298971712589264,-3.7160462737083435,0.4170745611190796,4,8,32,64,6.273160397540778e-05,0.009214794263243675,0.0004500809882301837,2.1693410873413086,0.534447968006134,0.00010539132927078754,0.142500638961792,17.192272186279297
190,2.678224635310471,0.7218593303114176,0.023482033517211676,1.9094012379646301,0.25449270009994507,4.937818288803101,-3.0620089769363403,-3.7010788321495056,0.6390698552131653,4,8,32,64,0.0001767751236911863,0.021945061162114143,0.0008632992394268513,2.4954123497009277,0.4660506844520569,0.00020672313985414803,0.16695095598697662,20.282791137695312
200,2.549244153779,0.6348282024264336,0.022666526725515723,1.869082897901535,0.24971728771924973,4.785885334014893,-2.7575549483299255,-3.2361364662647247,0.4785815179347992,4,8,32,64,0.00019289384363219142,0.01621389575302601,0.0003993536520283669,2.9282233715057373,0.374142587184906,0.00011902776168426499,0.03764858841896057,3.392387628555298
