variant,epoch,train_center_l1,mean_center_error_px,median_center_error_px,p_error_lt_2px,p_error_lt_4px,p_error_lt_8px,center_l1_loss,samples,is_best,epochs_without_improvement,elapsed_seconds
no_radar_skip,12,0.029675458135898225,37.66660690307617,40.27781677246094,0.004819277208298445,0.0746987983584404,0.14457830786705017,0.06521951757281659,415,0,6,718.5934592479607
no_radar_skip,13,0.025790518207941204,34.79220962524414,27.987167358398438,0.0,0.016867469996213913,0.08674699068069458,0.06195789259600352,415,0,7,778.2522101859795
no_radar_skip,14,0.026502955952310003,37.38810348510742,33.23889923095703,0.004819277208298445,0.021686747670173645,0.06987951695919037,0.06490671343832131,415,0,8,838.5247234359849
no_radar_skip,15,0.02576031857461203,32.8138313293457,29.46300506591797,0.014457831159234047,0.033734939992427826,0.07710843533277512,0.05719444846891495,415,1,0,897.9110279619927
no_radar_skip,16,0.023109268528060056,38.01727294921875,39.00625991821289,0.004819277208298445,0.012048192322254181,0.03614457696676254,0.06545194211494491,415,0,1,957.2821290809661
no_radar_skip,17,0.02313329502067063,34.398460388183594,29.42616844177246,0.0,0.0,0.016867469996213913,0.06046148199273879,415,0,2,1017.8022221939173
no_radar_skip,18,0.024163622496416792,32.90285110473633,32.726375579833984,0.004819277208298445,0.03614457696676254,0.09638553857803345,0.056257736593125815,415,0,3,1077.7663529299898
no_radar_skip,19,0.024181863176636398,35.7869873046875,33.351341247558594,0.0,0.016867469996213913,0.03614457696676254,0.061657207037311,415,0,4,1138.435315629933
no_radar_skip,20,0.023032008117297664,38.494110107421875,39.16158676147461,0.0024096386041492224,0.012048192322254181,0.048192769289016724,0.06750243507235883,415,0,5,1199.236156967003
no_radar_skip,21,0.02110747127153445,36.6313591003418,37.20353317260742,0.012048192322254181,0.024096384644508362,0.07951807230710983,0.06304650055356772,415,0,6,1258.6437452320242
no_radar_skip,22,0.02011524571571499,39.378326416015625,37.4078369140625,0.00963855441659689,0.01927710883319378,0.05060240998864174,0.0688614435583712,415,0,7,1318.3377572949976
no_radar_skip,23,0.020403527436428703,39.7432975769043,38.2144775390625,0.0,0.0,0.033734939992427826,0.07096386569810201,415,0,8,1379.5509576699696
no_radar_skip,24,0.01991428411565721,38.212284088134766,37.550941467285156,0.0,0.014457831159234047,0.03614457696676254,0.06644065288535084,415,0,9,1440.0338260469725
no_radar_skip,25,0.01914514449890703,36.85581588745117,33.00673294067383,0.0,0.0072289155796170235,0.040963854640722275,0.06465151584651097,415,0,10,1500.1806130199693
no_radar_skip,26,0.01903706973826047,38.611785888671875,39.31363296508789,0.004819277208298445,0.012048192322254181,0.07228915393352509,0.06725223513252764,415,0,11,1560.3724759590114
no_radar_skip,27,0.019308302362333052,41.79511642456055,40.789180755615234,0.0024096386041492224,0.0072289155796170235,0.04578313231468201,0.07378078882234643,415,0,12,1620.9007399779512
no_radar_skip,28,0.01881580827466678,39.46566390991211,37.67918014526367,0.0,0.0,0.021686747670173645,0.0701318472264761,415,0,13,1681.749424980022
no_radar_skip,29,0.01864287409989629,36.7778434753418,35.81222152709961,0.004819277208298445,0.01927710883319378,0.06265060603618622,0.06372253336461194,415,0,14,1741.3334966929397
no_radar_skip,30,0.016881026182090864,38.32178497314453,37.72313690185547,0.004819277208298445,0.014457831159234047,0.033734939992427826,0.06765791813293136,415,0,15,1800.7651491250144
radar_only,1,0.08470531139755622,47.415008544921875,42.49357604980469,0.0,0.0024096386041492224,0.012048192322254181,0.08512220145708108,415,1,0,56.274465807015076
radar_only,2,0.06841562653426081,49.09519958496094,42.672481536865234,0.0024096386041492224,0.0072289155796170235,0.012048192322254181,0.08822313390941505,415,0,1,111.92512188607361
radar_only,3,0.0657938031363301,47.1043586730957,37.908111572265625,0.0,0.0072289155796170235,0.026506023481488228,0.08519619076725948,415,1,0,167.18947438907344
radar_only,4,0.06242905929684639,48.6556396484375,37.65896224975586,0.0,0.0024096386041492224,0.014457831159234047,0.08718177408698094,415,0,1,222.63373954000417
radar_only,5,0.06059908657334745,47.658329010009766,36.59150314331055,0.0,0.0024096386041492224,0.016867469996213913,0.08585081714463522,415,0,2,278.19685346400365
radar_only,6,0.05869415489723906,47.83720016479492,42.551570892333984,0.0024096386041492224,0.0024096386041492224,0.03614457696676254,0.08650179313248899,415,0,3,333.44059263705276
radar_only,7,0.05725478197564371,48.202213287353516,41.84433364868164,0.00963855441659689,0.026506023481488228,0.09397590160369873,0.0867198551634708,415,0,4,385.8875735839829
radar_only,8,0.057456800976069644,48.8766975402832,43.76221466064453,0.0072289155796170235,0.024096384644508362,0.13012048602104187,0.08799216403480035,415,0,5,437.8961138150189
radar_only,9,0.0567094583529979,50.98569869995117,42.186031341552734,0.0,0.0024096386041492224,0.0602409653365612,0.09146928403930492,415,0,6,491.2527618680615
radar_only,10,0.05441367189632729,50.676692962646484,44.29172897338867,0.0024096386041492224,0.01927710883319378,0.11807228624820709,0.09114018679562821,415,0,7,543.016862508026
radar_only,11,0.05410773848416284,48.7960319519043,41.73261642456055,0.0024096386041492224,0.004819277208298445,0.09156626462936401,0.08764731133558663,415,0,8,596.5318831000477
radar_only,12,0.05184142920188606,48.3961067199707,41.490501403808594,0.024096384644508362,0.05783132463693619,0.1349397599697113,0.08735321118350489,415,0,9,650.0818646440748
radar_only,13,0.052098299871431664,49.4156494140625,39.65142059326172,0.0072289155796170235,0.014457831159234047,0.0746987983584404,0.08943144475300628,415,0,10,704.8392035270808
radar_only,14,0.05095367488684133,47.05745315551758,40.06382369995117,0.0024096386041492224,0.004819277208298445,0.11325301229953766,0.08435768988656711,415,1,0,759.8474771480542
radar_only,15,0.05011194999678992,44.36442565917969,37.234500885009766,0.0072289155796170235,0.016867469996213913,0.09879518300294876,0.07977751656828157,415,1,0,813.9568447939819
radar_only,16,0.05010819295421243,48.26779556274414,38.635231018066406,0.0072289155796170235,0.016867469996213913,0.08674699068069458,0.08703517623874078,415,0,1,866.6468703870196
radar_only,17,0.050389585754601285,46.78145217895508,38.35499572753906,0.014457831159234047,0.06265060603618622,0.15903614461421967,0.08397930759981455,415,0,2,919.6658741140272
radar_only,18,0.049912432819837704,49.52726745605469,41.71862030029297,0.0,0.0,0.033734939992427826,0.08946451139916857,415,0,3,972.4468773150584
radar_only,19,0.048363851150497794,46.38285446166992,36.773468017578125,0.0024096386041492224,0.00963855441659689,0.11807228624820709,0.0832109545009682,415,0,4,1025.8183292640606
radar_only,20,0.047027148597408086,44.719913482666016,37.43661880493164,0.0,0.05060240998864174,0.1349397599697113,0.08019879445972213,415,0,5,1078.4527352619916
radar_only,21,0.047965681296773255,44.325191497802734,30.06964874267578,0.0,0.016867469996213913,0.15421687066555023,0.08006296085126428,415,1,0,1133.2064525020542
radar_only,22,0.04839174126391299,47.90739822387695,37.4779052734375,0.0,0.01927710883319378,0.09397590160369873,0.08648751939994744,415,0,1,1185.9994199509965
radar_only,23,0.04781832383014262,48.37923049926758,38.36465072631836,0.0,0.0024096386041492224,0.03132530301809311,0.0872162352933223,415,0,2,1239.1413236730732
radar_only,24,0.04602484998758882,44.83088684082031,34.55274200439453,0.0024096386041492224,0.014457831159234047,0.13012048602104187,0.08059062393135336,415,0,3,1293.0832738770405
radar_only,25,0.048691583855543286,49.28055191040039,33.91564178466797,0.0024096386041492224,0.01927710883319378,0.03132530301809311,0.08889810798397983,415,0,4,1346.6423632410588
radar_only,26,0.04744247969938442,46.07497024536133,36.61744689941406,0.0,0.0024096386041492224,0.033734939992427826,0.08249054860817381,415,0,5,1399.9795203100657
radar_only,27,0.045616763847647235,45.083274841308594,33.25054931640625,0.0,0.0024096386041492224,0.014457831159234047,0.0804554512881371,415,0,6,1453.6499437710736
radar_only,28,0.04571023701282684,46.302490234375,34.71793746948242,0.0,0.004819277208298445,0.03855421766638756,0.08335083719477596,415,0,7,1506.3511153840227
radar_only,29,0.04618303503957577,47.19478225708008,36.03362274169922,0.0,0.004819277208298445,0.09156626462936401,0.0853554141180343,415,0,8,1561.0556632460793
radar_only,30,0.045501052372856066,42.26743698120117,35.03143310546875,0.0,0.0024096386041492224,0.0891566276550293,0.07586756994925349,415,1,0,1613.7789726500632
radar_only,31,0.04458741017151624,42.44403076171875,33.11666488647461,0.0024096386041492224,0.028915662318468094,0.16144578158855438,0.07640170720686396,415,0,1,1667.0386306950822
radar_only,32,0.04491978662554175,44.11436462402344,33.63710021972656,0.0,0.04578313231468201,0.11807228624820709,0.07920753847224167,415,0,2,1720.4172228800599
radar_only,33,0.04492334683891386,42.98675537109375,35.54622268676758,0.012048192322254181,0.03855421766638756,0.14457830786705017,0.07696806213941919,415,0,3,1773.1105112440418
radar_only,34,0.04525105452921707,45.993316650390625,28.72273826599121,0.0,0.0072289155796170235,0.06506024301052094,0.08272473379431,415,0,4,1825.8469527009875
radar_only,35,0.04441142838913947,45.789058685302734,27.434507369995117,0.014457831159234047,0.021686747670173645,0.07951807230710983,0.08242807579058481,415,0,5,1878.9682593090693
radar_only,36,0.044721883357851766,49.00188064575195,31.16634178161621,0.0072289155796170235,0.01927710883319378,0.05060240998864174,0.0888076579983694,415,0,6,1932.5597215020098
radar_only,37,0.045262102386914194,44.17597961425781,37.232418060302734,0.004819277208298445,0.053012046962976456,0.14216867089271545,0.0792957182390144,415,0,7,1985.6639128620736
radar_only,38,0.04446769326750655,45.31156921386719,33.13861083984375,0.014457831159234047,0.033734939992427826,0.11084337532520294,0.08153077787663564,415,0,8,2039.343985766056
radar_only,39,0.04353753615578171,45.70298767089844,31.236413955688477,0.016867469996213913,0.026506023481488228,0.09638553857803345,0.08206975150359683,415,0,9,2090.736324847094
radar_only,40,0.04372227378189564,43.02211380004883,33.44454574584961,0.06265060603618622,0.09156626462936401,0.13734939694404602,0.07665826590305351,415,0,10,2144.1062058920506
radar_only,41,0.04365288309054449,46.54973220825195,31.677602767944336,0.0,0.0024096386041492224,0.03855421766638756,0.08354270073125161,415,0,11,2197.353985156049
radar_only,42,0.043737617088481784,43.353294372558594,36.030799865722656,0.026506023481488228,0.0891566276550293,0.13012048602104187,0.07766401398792325,415,0,12,2250.559324703063
radar_only,43,0.04277606420509983,43.348567962646484,28.145727157592773,0.012048192322254181,0.048192769289016724,0.1204819306731224,0.07815771851553974,415,0,13,2302.9919795820024
radar_only,44,0.04385379180894233,42.809417724609375,36.25373077392578,0.004819277208298445,0.026506023481488228,0.12289156764745712,0.07638723698545652,415,0,14,2356.037025297992
radar_only,45,0.04418080535833724,47.073814392089844,32.04342269897461,0.004819277208298445,0.014457831159234047,0.03614457696676254,0.08487428421356592,415,0,15,2409.939987305086
pure_attention,1,0.09654238971415907,52.20976257324219,53.67808532714844,0.0,0.016867469996213913,0.04337349534034729,0.09272716810186225,415,1,0,56.30744390701875
pure_attention,2,0.06758353643817827,43.13715744018555,37.202308654785156,0.10843373835086823,0.12771084904670715,0.15180723369121552,0.07808560104255216,415,1,0,112.85356536600739
pure_attention,3,0.061907453782623634,43.81809997558594,38.632347106933594,0.0,0.0,0.0072289155796170235,0.0777769352118653,415,0,1,169.17400738608558
pure_attention,4,0.05591097864089534,41.451881408691406,37.64947509765625,0.0,0.0,0.016867469996213913,0.07410101457891693,415,1,0,225.55924135900568
pure_attention,5,0.04082023585215211,44.19966506958008,38.97434616088867,0.0024096386041492224,0.004819277208298445,0.01927710883319378,0.07688280787453594,415,0,1,282.0238630659878
pure_attention,6,0.035671488352818415,40.25267791748047,34.7396125793457,0.0024096386041492224,0.004819277208298445,0.040963854640722275,0.0698207825242755,415,1,0,338.6702034990303
pure_attention,7,0.030134939443087205,42.53940200805664,35.122074127197266,0.0,0.0,0.0024096386041492224,0.0758354225072516,415,0,1,395.054987719981
pure_attention,8,0.026941213553072885,42.432804107666016,40.241092681884766,0.0,0.004819277208298445,0.053012046962976456,0.07502466541636421,415,0,2,451.8464492079802
pure_attention,9,0.02435112642706372,37.25305938720703,32.5882568359375,0.016867469996213913,0.026506023481488228,0.05060240998864174,0.06568713376680052,415,1,0,508.8720873630373
pure_attention,10,0.022781819963711314,42.2546501159668,39.396705627441406,0.0,0.0072289155796170235,0.028915662318468094,0.0751400916691286,415,0,1,565.8140780800022
pure_attention,11,0.021887870476348326,37.6605224609375,32.98918151855469,0.00963855441659689,0.026506023481488228,0.040963854640722275,0.06704732601542071,415,0,2,622.7530295260949
pure_attention,12,0.021078945268527605,43.683433532714844,38.99822235107422,0.0,0.0,0.03132530301809311,0.07764495776360293,415,0,3,680.3418723740615
pure_attention,13,0.021102908940520138,42.69919967651367,38.77783203125,0.0,0.0072289155796170235,0.028915662318468094,0.07549488106405879,415,0,4,737.3710959809832
pure_attention,14,0.020394604143803008,43.359458923339844,40.64645004272461,0.0,0.0,0.01927710883319378,0.07704411012580596,415,0,5,794.1192574989982
pure_attention,15,0.01893061597365886,39.630916595458984,36.52924346923828,0.00963855441659689,0.00963855441659689,0.028915662318468094,0.06882164370582765,415,0,6,850.9069440530147
pure_attention,16,0.01836814636772033,44.19295120239258,40.97551727294922,0.0,0.0,0.021686747670173645,0.07689517316329911,415,0,7,908.0868522600504
pure_attention,17,0.017107890860643238,43.16548538208008,43.38920211791992,0.0,0.0,0.016867469996213913,0.07677560667675662,415,0,8,964.9640078269877
pure_attention,18,0.016985968963126652,43.08071517944336,40.105743408203125,0.0,0.0,0.012048192322254181,0.0760161673448172,415,0,9,1022.4093823760049
pure_attention,19,0.01635472995985765,41.5521354675293,38.7089958190918,0.0,0.021686747670173645,0.04337349534034729,0.07335174675267862,415,0,10,1079.336891619023
pure_attention,20,0.016038200934417546,39.98619079589844,38.91611099243164,0.0072289155796170235,0.014457831159234047,0.04578313231468201,0.07003590877515724,415,0,11,1136.7090601440286
pure_attention,21,0.015049807654577307,39.98454284667969,37.09809875488281,0.0,0.0072289155796170235,0.028915662318468094,0.07040703020182,415,0,12,1194.009977906011
pure_attention,22,0.015253571400535293,39.73149490356445,39.06439208984375,0.0024096386041492224,0.0072289155796170235,0.021686747670173645,0.06950388997793197,415,0,13,1251.1238503539935
pure_attention,23,0.014703238965012133,41.35863494873047,38.363529205322266,0.0,0.0024096386041492224,0.028915662318468094,0.07373728448727045,415,0,14,1308.512591428007
pure_attention,24,0.01439274895528797,41.052982330322266,37.44440460205078,0.0,0.0,0.012048192322254181,0.07291990107441523,415,0,15,1365.9671751450514
